TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
35,Amino acid mixture (4 mM),0.326736,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.299306,26,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.366667,31,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.241319,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.210069,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.167014,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.237847,26,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.168403,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.165625,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.157639,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.163542,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.152778,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.1375,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.157639,36,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.131944,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.136806,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.127778,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.109722,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.112847,38,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.104861,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.114236,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.098958,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.108333,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.086458,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.077431,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.078819,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.112153,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.097569,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.093056,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.104514,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.111806,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.115625,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.132292,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.162153,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.191667,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.201042,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.195833,45,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.173958,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.184028,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.158333,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.149306,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.137847,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.127778,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.114236,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.105903,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.098611,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.096875,58,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.092361,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.133681,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.589236,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.970486,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.953125,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.651042,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.592361,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.507639,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.486806,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.457292,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.450347,42,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.488889,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.472917,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.479861,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.498958,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.433681,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.576389,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.519444,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.621181,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.5625,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.469792,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.019444,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.591667,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.491667,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.383333,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.697222,119.2,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.352778,164,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.436111,171.2,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.333333,164.8,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.330556,172,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.319444,157.6,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.222222,153.6,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.175,145.6,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.366667,152.8,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.380556,195.2,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.463889,166.4,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.161111,180.8,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.308333,153.6,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.366667,157.6,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,1.391667,168,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,1.455556,108,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,1.272222,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,0.922222,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,0.588194,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.577778,24,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.419097,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.471875,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.406944,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.278125,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.274653,18,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.205903,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.226736,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.170139,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.172569,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.171181,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.146875,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.144097,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.112847,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.123611,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.296181,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),1.763889,297.6,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),1.688889,248,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),1.386111,159.2,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.836111,106.8,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.505208,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.556597,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.403819,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.375347,94,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.4,100.4,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.297222,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.321528,103.2,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.305208,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.269097,108.4,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.255208,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.261111,111.2,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.229167,127.6,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.23125,114.4,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.234028,110,,,,,,,,,,,,,,,,,,,,,,,,,,
