TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No Stimuli,0.223611,30,,19.37,1450,4.6087454,5.836394466,799.5,3.571428571,-0.17229,1.92643385,227.4,0.968152866,6.147572,5.524157385,-188.4,0.549450549,8.130209,2.76376114,571.2,2.257495591,13.41333,21.07041842,1182.72,10.62416999
21,No Stimuli,0.201736,29.4,,,,,,,,,,,,,,,,,,,,,,,
22,No Stimuli,0.209028,18.3,,,,,,,,,,,,,,,,,,,,,,,
23,No Stimuli,0.177431,23.7,,,,,,,,,,,,,,,,,,,,,,,
24,No Stimuli,0.230903,28.2,,,,,,,,,,,,,,,,,,,,,,,
25,No Stimuli,0.243056,53.7,,,,,,,,,,,,,,,,,,,,,,,
26,No Stimuli,0.192014,16.2,,,,,,,,,,,,,,,,,,,,,,,
27,No Stimuli,0.192014,25.5,,,,,,,,,,,,,,,,,,,,,,,
28,No Stimuli,0.512847,30.3,,,,,,,,,,,,,,,,,,,,,,,
29,No Stimuli,0.182292,31.8,,,,,,,,,,,,,,,,,,,,,,,
30,"Amino acid Mixure, 4 mM",0.196875,26.7,,,,,,,,,,,,,,,,,,,,,,,
31,"Amino acid Mixure, 4 mM",1.164236,33.6,,,,,,,,,,,,,,,,,,,,,,,
32,"Amino acid Mixure, 4 mM",0.2625,28.5,,,,,,,,,,,,,,,,,,,,,,,
33,"Amino acid Mixure, 4 mM",0.367014,61.2,,,,,,,,,,,,,,,,,,,,,,,
34,"Amino acid Mixure, 4 mM",0.896875,88.8,,,,,,,,,,,,,,,,,,,,,,,
35,"Amino acid Mixure, 4 mM",0.328125,78.6,,,,,,,,,,,,,,,,,,,,,,,
36,"Amino acid Mixure, 4 mM",1.543403,67.8,,,,,,,,,,,,,,,,,,,,,,,
37,"Amino acid Mixure, 4 mM",0.257639,77.4,,,,,,,,,,,,,,,,,,,,,,,
38,"Amino acid Mixure, 4 mM",0.206597,112.5,,,,,,,,,,,,,,,,,,,,,,,
39,"Amino acid Mixure, 4 mM",0.892014,49.8,,,,,,,,,,,,,,,,,,,,,,,
40,"Amino acid Mixure, 4 mM",0.274653,52.5,,,,,,,,,,,,,,,,,,,,,,,
41,"Amino acid Mixure, 4 mM",0.30625,94.8,,,,,,,,,,,,,,,,,,,,,,,
42,"Amino acid Mixure, 4 mM",0.607639,57.6,,,,,,,,,,,,,,,,,,,,,,,
43,"Amino acid Mixure, 4 mM",0.279514,33.3,,,,,,,,,,,,,,,,,,,,,,,
44,"Amino acid Mixure, 4 mM",0.228472,45.3,,,,,,,,,,,,,,,,,,,,,,,
45,"Amino acid Mixure, 4 mM",0.899306,49.8,,,,,,,,,,,,,,,,,,,,,,,
46,"Amino acid Mixure, 4 mM",0.639236,48.3,,,,,,,,,,,,,,,,,,,,,,,
47,"Amino acid Mixure, 4 mM",0.255208,48.9,,,,,,,,,,,,,,,,,,,,,,,
48,"Amino acid Mixure, 4 mM",0.221181,51.9,,,,,,,,,,,,,,,,,,,,,,,
49,"Amino acid Mixure, 4 mM",0.21875,48,,,,,,,,,,,,,,,,,,,,,,,
50,"Amino acid Mixure, 4 mM",0.610069,50.4,,,,,,,,,,,,,,,,,,,,,,,
51,"Amino acid Mixure, 4 mM",0.21875,88.2,,,,,,,,,,,,,,,,,,,,,,,
52,"Amino acid Mixure, 4 mM",0.192014,65.4,,,,,,,,,,,,,,,,,,,,,,,
