TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
53,"Amino acid Mixure, 4 mM",0.182292,56.7,,,,,,,,,,,,,,,,,,,,,,,
54,"Amino acid Mixure, 4 mM",0.216319,51.9,,,,,,,,,,,,,,,,,,,,,,,
55,"Amino acid Mixure, 4 mM",0.187153,72.6,,,,,,,,,,,,,,,,,,,,,,,
56,"Amino acid Mixure, 4 mM",0.228472,54,,,,,,,,,,,,,,,,,,,,,,,
57,"Amino acid Mixure, 4 mM",0.196875,48.3,,,,,,,,,,,,,,,,,,,,,,,
58,"Amino acid Mixure, 4 mM",0.211458,41.1,,,,,,,,,,,,,,,,,,,,,,,
59,"Amino acid Mixure, 4 mM",0.26,49.2,,,,,,,,,,,,,,,,,,,,,,,
60,"Amino acid Mixure, 4 mM",0.257639,42.9,,,,,,,,,,,,,,,,,,,,,,,
61,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.240625,57.9,,,,,,,,,,,,,,,,,,,,,,,
62,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.209028,45.6,,,,,,,,,,,,,,,,,,,,,,,
63,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.206597,48,,,,,,,,,,,,,,,,,,,,,,,
64,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.21875,67.8,,,,,,,,,,,,,,,,,,,,,,,
65,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.286806,54.9,,,,,,,,,,,,,,,,,,,,,,,
66,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.233333,56.7,,,,,,,,,,,,,,,,,,,,,,,
67,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.233333,96,,,,,,,,,,,,,,,,,,,,,,,
68,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.247917,79.8,,,,,,,,,,,,,,,,,,,,,,,
69,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.21875,57.6,,,,,,,,,,,,,,,,,,,,,,,
70,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.444792,52.8,,,,,,,,,,,,,,,,,,,,,,,
71,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.153125,47.1,,,,,,,,,,,,,,,,,,,,,,,
72,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.162847,66.6,,,,,,,,,,,,,,,,,,,,,,,
73,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.187153,62.1,,,,,,,,,,,,,,,,,,,,,,,
74,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.204167,49.2,,,,,,,,,,,,,,,,,,,,,,,
75,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.184722,54.3,,,,,,,,,,,,,,,,,,,,,,,
76,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.196875,54.9,,,,,,,,,,,,,,,,,,,,,,,
77,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.206597,48.9,,,,,,,,,,,,,,,,,,,,,,,
78,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.21875,51,,,,,,,,,,,,,,,,,,,,,,,
79,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.228472,60,,,,,,,,,,,,,,,,,,,,,,,
80,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.162847,58.2,,,,,,,,,,,,,,,,,,,,,,,
81,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.165278,54,,,,,,,,,,,,,,,,,,,,,,,
82,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.239583,42.6,,,,,,,,,,,,,,,,,,,,,,,
83,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.21875,36,,,,,,,,,,,,,,,,,,,,,,,
84,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.390625,40.8,,,,,,,,,,,,,,,,,,,,,,,
85,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.692708,37.2,,,,,,,,,,,,,,,,,,,,,,,
86,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.880208,37.8,,,,,,,,,,,,,,,,,,,,,,,
87,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.760417,37.2,,,,,,,,,,,,,,,,,,,,,,,
88,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.572917,50.4,,,,,,,,,,,,,,,,,,,,,,,
89,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.557292,45,,,,,,,,,,,,,,,,,,,,,,,
90,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.635417,36.6,,,,,,,,,,,,,,,,,,,,,,,
91,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.427083,45,,,,,,,,,,,,,,,,,,,,,,,
92,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.416667,30,,,,,,,,,,,,,,,,,,,,,,,
93,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.411458,51,,,,,,,,,,,,,,,,,,,,,,,
94,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.119792,88.2,,,,,,,,,,,,,,,,,,,,,,,
95,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.442708,45,,,,,,,,,,,,,,,,,,,,,,,
96,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.447917,42.6,,,,,,,,,,,,,,,,,,,,,,,
97,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.453125,35.4,,,,,,,,,,,,,,,,,,,,,,,
98,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.489583,52.2,,,,,,,,,,,,,,,,,,,,,,,
99,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.427083,57,,,,,,,,,,,,,,,,,,,,,,,
100,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.453125,39.6,,,,,,,,,,,,,,,,,,,,,,,
101,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.427083,36,,,,,,,,,,,,,,,,,,,,,,,
102,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.458333,47.2,,,,,,,,,,,,,,,,,,,,,,,
103,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.489583,38.4,,,,,,,,,,,,,,,,,,,,,,,
104,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.625,66.4,,,,,,,,,,,,,,,,,,,,,,,
105,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.682292,56.8,,,,,,,,,,,,,,,,,,,,,,,
106,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.828125,64.8,,,,,,,,,,,,,,,,,,,,,,,
107,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1,72.8,,,,,,,,,,,,,,,,,,,,,,,
108,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.036458,67.2,,,,,,,,,,,,,,,,,,,,,,,
109,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.973958,78.4,,,,,,,,,,,,,,,,,,,,,,,
110,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.927083,78.4,,,,,,,,,,,,,,,,,,,,,,,
111,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.885417,73.6,,,,,,,,,,,,,,,,,,,,,,,
112,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.864583,80,,,,,,,,,,,,,,,,,,,,,,,
113,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.979167,95.2,,,,,,,,,,,,,,,,,,,,,,,
114,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.885417,102.4,,,,,,,,,,,,,,,,,,,,,,,
115,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.932292,72,,,,,,,,,,,,,,,,,,,,,,,
116,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.026042,99.2,,,,,,,,,,,,,,,,,,,,,,,
117,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.015625,100.8,,,,,,,,,,,,,,,,,,,,,,,
118,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.875,84,,,,,,,,,,,,,,,,,,,,,,,
119,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.255208,88,,,,,,,,,,,,,,,,,,,,,,,
120,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.046875,76.8,,,,,,,,,,,,,,,,,,,,,,,
121,No Stimuli,0.96875,89.6,,,,,,,,,,,,,,,,,,,,,,,
122,No Stimuli,1.083333,61.6,,,,,,,,,,,,,,,,,,,,,,,
123,No Stimuli,1.03125,62.4,,,,,,,,,,,,,,,,,,,,,,,
124,No Stimuli,0.746181,48.6,,,,,,,,,,,,,,,,,,,,,,,
125,No Stimuli,0.7,43.8,,,,,,,,,,,,,,,,,,,,,,,
126,No Stimuli,0.685417,38.4,,,,,,,,,,,,,,,,,,,,,,,
127,No Stimuli,0.512847,30,,,,,,,,,,,,,,,,,,,,,,,
128,No Stimuli,0.332986,25.8,,,,,,,,,,,,,,,,,,,,,,,
129,No Stimuli,0.384028,182.4,,,,,,,,,,,,,,,,,,,,,,,
130,No Stimuli,0.318403,26.4,,,,,,,,,,,,,,,,,,,,,,,
131,No Stimuli,0.194444,36,,,,,,,,,,,,,,,,,,,,,,,
132,No Stimuli,0.148264,27.6,,,,,,,,,,,,,,,,,,,,,,,
133,No Stimuli,0.172569,75.6,,,,,,,,,,,,,,,,,,,,,,,
134,No Stimuli,0.153125,22.2,,,,,,,,,,,,,,,,,,,,,,,
135,No Stimuli,0.226042,12,,,,,,,,,,,,,,,,,,,,,,,
136,No Stimuli,0.230903,18.6,,,,,,,,,,,,,,,,,,,,,,,
137,No Stimuli,0.157986,32.4,,,,,,,,,,,,,,,,,,,,,,,
138,No Stimuli,0.138542,48.6,,,,,,,,,,,,,,,,,,,,,,,
139,No Stimuli,0.155556,32.4,,,,,,,,,,,,,,,,,,,,,,,
140,No Stimuli,0.189583,18.6,,,,,,,,,,,,,,,,,,,,,,,
141,"KCl, 30 mM",0.337847,41.4,,,,,,,,,,,,,,,,,,,,,,,
142,"KCl, 30 mM",3.677083,320,,,,,,,,,,,,,,,,,,,,,,,
143,"KCl, 30 mM",1.317708,178.4,,,,,,,,,,,,,,,,,,,,,,,
144,"KCl, 30 mM",1.598958,70.4,,,,,,,,,,,,,,,,,,,,,,,
145,"KCl, 30 mM",0.770833,69,,,,,,,,,,,,,,,,,,,,,,,
146,"KCl, 30 mM",0.796875,52.2,,,,,,,,,,,,,,,,,,,,,,,
147,"KCl, 30 mM",0.739583,64.2,,,,,,,,,,,,,,,,,,,,,,,
148,"KCl, 30 mM",0.760417,60,,,,,,,,,,,,,,,,,,,,,,,
149,"KCl, 30 mM",0.604167,73.2,,,,,,,,,,,,,,,,,,,,,,,
150,"KCl, 30 mM",0.8,58.2,,,,,,,,,,,,,,,,,,,,,,,
151,"KCl, 30 mM",0.505208,69,,,,,,,,,,,,,,,,,,,,,,,
152,"KCl, 30 mM",0.682292,70.8,,,,,,,,,,,,,,,,,,,,,,,
153,"KCl, 30 mM",0.76,81,,,,,,,,,,,,,,,,,,,,,,,
154,"KCl, 30 mM",0.645833,184.8,,,,,,,,,,,,,,,,,,,,,,,
155,"KCl, 30 mM",0.588542,90.6,,,,,,,,,,,,,,,,,,,,,,,
156,"KCl, 30 mM",0.604167,66,,,,,,,,,,,,,,,,,,,,,,,
157,"KCl, 30 mM",0.520833,75,,,,,,,,,,,,,,,,,,,,,,,
158,"KCl, 30 mM",0.46875,69,,,,,,,,,,,,,,,,,,,,,,,
159,"KCl, 30 mM",0.55,61.8,,,,,,,,,,,,,,,,,,,,,,,
