TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.75,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.359375,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.927083,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.6875,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.734375,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.671875,34,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.833333,30,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.84375,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.21875,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.255208,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.203125,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.375,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.651042,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.359375,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.473958,35,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.583333,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.145833,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.348958,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.223958,20,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.833333,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.65625,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.104167,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.104167,49,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.09375,78,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.25,101,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.01563,117,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.260417,130,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.46875,143,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.932292,129,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.5625,155.5,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.25521,154,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.265625,183.5,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.479167,186,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.302083,149.5,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.09375,161.5,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,8.40625,166,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,4.979167,40,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,8.010417,40,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,9.9375,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,2.710069,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,1.723264,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,1.225,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.955208,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.607639,15,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.539583,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.415625,26,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.313542,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.272222,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.194444,27,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.21875,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.230903,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.189583,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.153125,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.153125,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.133681,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.145833,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.166667,22,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),1.697917,160,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),3.354167,134.8,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),2.015625,82,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),1.244792,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),1.088542,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.96875,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.979167,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.682292,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.75,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.776042,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.854167,28,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.791667,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.776042,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.625,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.625,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.651042,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.625,28,,,,,,,,,,,,,,,,,,,,,,,,,,
