TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,0.077778,2,1000,3.12,4.09,168,0.492225,2.576220215,92.9,4.7,0.788891,3.257923269,21.9,0.25974026,5.027777,6.3962,-21.6,0.205479452,12.885416,4.082568141,5.6,1.585195531,8.7909696,21.7499766,173.94,3.267973856
21,No stimuli,0.076389,2,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.127778,2,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.076389,2,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.108333,2,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.125,2,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.140278,2,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.044444,2,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.094444,2,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.051389,2,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.115278,2,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.177778,2,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.084722,4.9,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.234722,5.7,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.158333,5.5,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.130556,2.8,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.145833,2,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.083333,2,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.066667,2.9,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.140278,2,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.147222,2.7,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.083333,3.5,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.090278,3.4,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.0875,6.5,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.066667,3.8,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.168056,4.8,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.134722,5.9,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.109722,4.9,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.083333,5.4,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.079167,4.1,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.088889,2.9,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.179167,9.4,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.158333,7.3,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.073611,5.1,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.059722,7.5,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.0625,7.4,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.065278,8.9,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.044444,7.3,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.090278,7.3,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.036111,8.8,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.070833,6.2,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.055556,6.4,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.101389,2,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.051389,2,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.1125,6,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.094444,9.3,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.1,8.9,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.109722,10,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.094444,10.3,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.080556,6.8,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.109722,10.9,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.2,6.8,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.118056,7.1,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.138889,9.2,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.077778,12.9,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.097222,8.9,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.086111,10.6,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.083333,14.6,,,,,,,,,,,,,,,,,,,,,,,,
