TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,0.505556,20.4,1000,4,27.3,3040,1.0606868,2.642782316,1516.6,6.25,1.633333,1.937321612,-315.2,0.396039604,14.578476,4.20056957,-357.4,0.477770405,23.687498,2.539980879,2016,4.929444967,14.7634702,14.79756922,2205.48,20.67183463
21,No stimuli,0.534722,26,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.500694,25.2,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.597917,22.8,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.534722,26,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.476389,25.2,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.444792,26.8,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.466667,27.2,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.520139,20,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.432639,28.8,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.4375,29,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.473958,24.4,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.789931,100.4,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),1.237153,160,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.906597,160,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.556597,144.8,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.503125,109.6,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.48125,95.6,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.48125,74,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.498264,63.6,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.476389,58,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.464236,48.8,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.753472,58.4,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.534722,59.2,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.512847,56,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.478819,58.4,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.427778,56.4,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.48125,66,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.359722,65.2,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.408333,62.4,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.459375,68.8,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.435069,61.2,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.444792,63.6,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.444792,57.2,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.413194,62,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.405903,83.6,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.347569,74.4,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.337847,67.6,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.354861,79.2,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.313542,73.2,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.352431,69.2,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.340278,76.8,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.376736,30.4,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.454514,28.8,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.661111,44,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.522569,55.2,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.517708,63.2,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.469097,68,,,,,,,,,,,,,,,,,,,,,,,,
