TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
60,Amino acid mixture (4 mM),0.05,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.044097,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.044097,36,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.049306,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.048958,36,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.050347,39,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.046875,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.05,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.047569,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.061806,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.054514,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.055208,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.056597,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.052431,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.051736,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.053819,39,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.054514,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.050694,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.046181,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.047917,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.043056,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.05,40,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.026389,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.020486,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.023958,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.021528,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.026042,38,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.032292,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.039236,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.048264,36,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.048958,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.054861,34,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.054514,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.061111,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.057639,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.048958,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.055208,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.047222,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.047222,44,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.048611,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.048264,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.048611,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.041319,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.046875,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.052083,39,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.04375,39.875,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.046528,40.75,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.055903,41.625,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.069444,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.091319,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.086806,92,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.108681,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.080903,100,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.090625,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.099653,103,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.104167,106,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.115278,107.5,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.110417,108.5,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.096875,114,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.107986,109,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.122222,113,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,0.118056,115.5,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,0.119444,40,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,0.135417,40,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,0.245833,40,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,0.171875,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.192708,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.144444,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.141319,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.111458,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.102778,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.100347,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.084375,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.081944,23,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.071528,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.073611,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.068056,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.065972,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.053125,25,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.049653,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.045486,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.044097,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.023958,48,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.01875,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.024653,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.098264,102.8,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.151736,109.6,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.142014,76,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.112847,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.102083,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.092014,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.077778,46,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.064931,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.059375,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.052431,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.048264,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.046181,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.040972,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.032292,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.042708,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,
