TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
115,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",8.411458,96,,,,,,,,,,,,,,,,,,,,,,,
116,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.802083,130.4,,,,,,,,,,,,,,,,,,,,,,,
117,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",5.90625,105.6,,,,,,,,,,,,,,,,,,,,,,,
118,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.40625,98.4,,,,,,,,,,,,,,,,,,,,,,,
119,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.927083,114.4,,,,,,,,,,,,,,,,,,,,,,,
120,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.307292,84,,,,,,,,,,,,,,,,,,,,,,,
121,No Stimuli,6.489583,105.6,,,,,,,,,,,,,,,,,,,,,,,
122,No Stimuli,5.921875,99.2,,,,,,,,,,,,,,,,,,,,,,,
123,No Stimuli,7,59.2,,,,,,,,,,,,,,,,,,,,,,,
124,No Stimuli,4.861111,44.4,,,,,,,,,,,,,,,,,,,,,,,
125,No Stimuli,4.382292,24.6,,,,,,,,,,,,,,,,,,,,,,,
126,No Stimuli,3.896181,19.3,,,,,,,,,,,,,,,,,,,,,,,
127,No Stimuli,3.439236,13.8,,,,,,,,,,,,,,,,,,,,,,,
128,No Stimuli,2.391667,15.5,,,,,,,,,,,,,,,,,,,,,,,
129,No Stimuli,1.844792,11,,,,,,,,,,,,,,,,,,,,,,,
130,No Stimuli,1.373264,10.9,,,,,,,,,,,,,,,,,,,,,,,
131,No Stimuli,1.110764,11.8,,,,,,,,,,,,,,,,,,,,,,,
132,No Stimuli,0.950347,11.1,,,,,,,,,,,,,,,,,,,,,,,
133,No Stimuli,0.751042,10.3,,,,,,,,,,,,,,,,,,,,,,,
134,No Stimuli,0.673264,9.4,,,,,,,,,,,,,,,,,,,,,,,
135,No Stimuli,0.622222,11.1,,,,,,,,,,,,,,,,,,,,,,,
136,No Stimuli,0.510417,9.5,,,,,,,,,,,,,,,,,,,,,,,
137,No Stimuli,0.408333,9.4,,,,,,,,,,,,,,,,,,,,,,,
138,No Stimuli,0.418056,6.9,,,,,,,,,,,,,,,,,,,,,,,
139,No Stimuli,0.420486,7.3,,,,,,,,,,,,,,,,,,,,,,,
140,No Stimuli,0.330556,8.8,,,,,,,,,,,,,,,,,,,,,,,
141,"KCl, 30 mM",0.281944,8.8,,,,,,,,,,,,,,,,,,,,,,,
142,"KCl, 30 mM",2.583333,145.6,,,,,,,,,,,,,,,,,,,,,,,
143,"KCl, 30 mM",6.552083,285.6,,,,,,,,,,,,,,,,,,,,,,,
144,"KCl, 30 mM",4.473958,164.8,,,,,,,,,,,,,,,,,,,,,,,
145,"KCl, 30 mM",3.755208,103.2,,,,,,,,,,,,,,,,,,,,,,,
146,"KCl, 30 mM",3.223958,96,,,,,,,,,,,,,,,,,,,,,,,
147,"KCl, 30 mM",2.875,79.2,,,,,,,,,,,,,,,,,,,,,,,
148,"KCl, 30 mM",2.817708,87.6,,,,,,,,,,,,,,,,,,,,,,,
149,"KCl, 30 mM",2.151042,94.8,,,,,,,,,,,,,,,,,,,,,,,
150,"KCl, 30 mM",2.526042,86.4,,,,,,,,,,,,,,,,,,,,,,,
151,"KCl, 30 mM",2.166667,69,,,,,,,,,,,,,,,,,,,,,,,
152,"KCl, 30 mM",2.348958,71.4,,,,,,,,,,,,,,,,,,,,,,,
153,"KCl, 30 mM",2.390625,84.6,,,,,,,,,,,,,,,,,,,,,,,
154,"KCl, 30 mM",2.052083,91.2,,,,,,,,,,,,,,,,,,,,,,,
155,"KCl, 30 mM",2.260417,117.6,,,,,,,,,,,,,,,,,,,,,,,
156,"KCl, 30 mM",1.833333,92.4,,,,,,,,,,,,,,,,,,,,,,,
157,"KCl, 30 mM",1.916667,124.2,,,,,,,,,,,,,,,,,,,,,,,
158,"KCl, 30 mM",1.989583,85.2,,,,,,,,,,,,,,,,,,,,,,,
159,"KCl, 30 mM",1.854167,87.6,,,,,,,,,,,,,,,,,,,,,,,
