TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
20,No stimuli,1.477778,13.6,1000,5.79,28.05,1280,-15.7976454,1.091322,56.906602,87.277709,12.4096508,2.033220689,1.5195387,17.700118,3.061479798,4.543129455,597.16,26.8,-156.6,-596.8,1131.84,3.031914894,0.861751152,0.648228176,2.771362587,6.407563025
21,No stimuli,1.572569,12.5,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,1.460764,14.5,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,1.429167,14.1,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,1.499653,13.9,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,1.375694,13.9,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,1.139931,14.9,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,1.096181,14.6,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,1.09375,16,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,1.074306,15.8,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),1.139931,14,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.887153,15.4,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.145833,16.8,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.153125,13.8,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.741319,15.4,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),1.572569,32.2,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),2.350347,41.2,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),1.562847,42.4,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.972222,44,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.777778,34.2,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.663542,32.8,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.597917,32,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.607639,32.6,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.597917,30.6,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.493403,29.6,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.486111,33.6,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.573611,33.4,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.549306,33.6,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.539583,39.2,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.413194,36.8,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.415625,39.6,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.444792,38,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.430208,41.8,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.430208,44,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.427778,40.2,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.384028,39.2,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.308681,42.4,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.342708,45.2,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.342708,42.4,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.325694,41.4,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.359722,45.6,,,,,,,,,,,,,,,,,,,,,,,,
