TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
98,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.006944,2.1,,,,,,,,,,,,,,,,,,,,,,,
99,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
100,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
101,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
102,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
103,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
104,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.009028,2.9,,,,,,,,,,,,,,,,,,,,,,,
105,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,3.5,,,,,,,,,,,,,,,,,,,,,,,
106,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,3,,,,,,,,,,,,,,,,,,,,,,,
107,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,2.8,,,,,,,,,,,,,,,,,,,,,,,
108,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.007639,3.7,,,,,,,,,,,,,,,,,,,,,,,
109,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.007986,2.5,,,,,,,,,,,,,,,,,,,,,,,
110,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,3,,,,,,,,,,,,,,,,,,,,,,,
111,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,6.2,,,,,,,,,,,,,,,,,,,,,,,
112,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,3.1,,,,,,,,,,,,,,,,,,,,,,,
113,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,3.3,,,,,,,,,,,,,,,,,,,,,,,
114,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,4.6,,,,,,,,,,,,,,,,,,,,,,,
115,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,3.1,,,,,,,,,,,,,,,,,,,,,,,
116,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.010417,3,,,,,,,,,,,,,,,,,,,,,,,
117,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,4.1,,,,,,,,,,,,,,,,,,,,,,,
118,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,7.5,,,,,,,,,,,,,,,,,,,,,,,
119,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,4.4,,,,,,,,,,,,,,,,,,,,,,,
120,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.006944,5.9,,,,,,,,,,,,,,,,,,,,,,,
121,No Stimuli,0.006944,6.3,,,,,,,,,,,,,,,,,,,,,,,
122,No Stimuli,0.006944,8.2,,,,,,,,,,,,,,,,,,,,,,,
123,No Stimuli,0.006944,4.6,,,,,,,,,,,,,,,,,,,,,,,
124,No Stimuli,0.008681,3.5,,,,,,,,,,,,,,,,,,,,,,,
125,No Stimuli,0.007292,2,,,,,,,,,,,,,,,,,,,,,,,
126,No Stimuli,0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
127,No Stimuli,0.008681,3.2,,,,,,,,,,,,,,,,,,,,,,,
128,No Stimuli,0.006944,2.7,,,,,,,,,,,,,,,,,,,,,,,
129,No Stimuli,0.006944,2.3,,,,,,,,,,,,,,,,,,,,,,,
130,No Stimuli,0.006944,6.1,,,,,,,,,,,,,,,,,,,,,,,
131,No Stimuli,0.006944,2.3,,,,,,,,,,,,,,,,,,,,,,,
132,No Stimuli,0.006944,5.9,,,,,,,,,,,,,,,,,,,,,,,
133,No Stimuli,0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
134,No Stimuli,0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
135,No Stimuli,0.006944,1,,,,,,,,,,,,,,,,,,,,,,,
136,No Stimuli,0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
137,No Stimuli,0.006944,2.1,,,,,,,,,,,,,,,,,,,,,,,
138,No Stimuli,0.006944,3,,,,,,,,,,,,,,,,,,,,,,,
139,No Stimuli,0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
140,No Stimuli,0.006944,2.1,,,,,,,,,,,,,,,,,,,,,,,
141,"KCl, 30 mM",0.006944,27.5,,,,,,,,,,,,,,,,,,,,,,,
142,"KCl, 30 mM",0.006944,12.6,,,,,,,,,,,,,,,,,,,,,,,
143,"KCl, 30 mM",0.006944,6,,,,,,,,,,,,,,,,,,,,,,,
144,"KCl, 30 mM",0.006944,4.1,,,,,,,,,,,,,,,,,,,,,,,
145,"KCl, 30 mM",0.006944,6.9,,,,,,,,,,,,,,,,,,,,,,,
146,"KCl, 30 mM",0.006944,5.5,,,,,,,,,,,,,,,,,,,,,,,
147,"KCl, 30 mM",0.006944,3.9,,,,,,,,,,,,,,,,,,,,,,,
148,"KCl, 30 mM",0.006944,2.3,,,,,,,,,,,,,,,,,,,,,,,
149,"KCl, 30 mM",0.006944,7.8,,,,,,,,,,,,,,,,,,,,,,,
150,"KCl, 30 mM",0.006944,2.1,,,,,,,,,,,,,,,,,,,,,,,
151,"KCl, 30 mM",0.006944,3.8,,,,,,,,,,,,,,,,,,,,,,,
152,"KCl, 30 mM",0.006944,7.2,,,,,,,,,,,,,,,,,,,,,,,
153,"KCl, 30 mM",0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
154,"KCl, 30 mM",0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
155,"KCl, 30 mM",0.006944,2,,,,,,,,,,,,,,,,,,,,,,,
156,"KCl, 30 mM",0.006944,5.5,,,,,,,,,,,,,,,,,,,,,,,
157,"KCl, 30 mM",0.006944,4.4,,,,,,,,,,,,,,,,,,,,,,,
158,"KCl, 30 mM",0.006944,2.7,,,,,,,,,,,,,,,,,,,,,,,
159,"KCl, 30 mM",0.006944,2.9,,,,,,,,,,,,,,,,,,,,,,,
