TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,0.080556,19.4,,15.6,4.9,456,0.4795822,1.965570495,328.04,2.235067437,2.586803,3.885064541,-225.6,0.103519669,8.688193,6.323155321,-90.6,0.355249205,17.163885,2.948496529,5011.2,12.71523179,4.585972,19.67320784,2668.72,23.16602317
21,No stimuli,0.08125,19,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.084722,23,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.0875,19.8,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.088194,20.4,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.086111,20.4,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.071528,20.2,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.072917,18.6,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.077778,21.2,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.075,23.4,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.072222,15.8,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.073611,14.8,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.067361,22,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.107639,36,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.110417,38,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.140278,30.2,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.150694,30.6,,,,,,,,,,,,,,,,,,,,,,,,
