TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No Stimuli,0.542014,8.4,,26.04,,-4.8931862,1.206897817,561.04,9.460784314,1.730554,1.933334357,-13,0.486322188,11.502084,5.128203956,14,0.675496689,16.562495,2.376425277,1344,5.007974482,20.579307,19.39422958,816.2,16.06666667
21,No Stimuli,0.520139,8,,,,,,,,,,,,,,,,,,,,,,,
22,No Stimuli,0.461806,8,,,,,,,,,,,,,,,,,,,,,,,
23,No Stimuli,0.396181,8,,,,,,,,,,,,,,,,,,,,,,,
24,No Stimuli,0.413194,8,,,,,,,,,,,,,,,,,,,,,,,
25,No Stimuli,0.435069,8,,,,,,,,,,,,,,,,,,,,,,,
26,No Stimuli,0.420486,8.8,,,,,,,,,,,,,,,,,,,,,,,
27,No Stimuli,0.420486,8,,,,,,,,,,,,,,,,,,,,,,,
28,No Stimuli,0.403472,8,,,,,,,,,,,,,,,,,,,,,,,
29,No Stimuli,0.364583,8,,,,,,,,,,,,,,,,,,,,,,,
30,"Amino acid Mixure, 4 mM",0.335417,8,,,,,,,,,,,,,,,,,,,,,,,
31,"Amino acid Mixure, 4 mM",0.369444,8,,,,,,,,,,,,,,,,,,,,,,,
32,"Amino acid Mixure, 4 mM",0.48125,34,,,,,,,,,,,,,,,,,,,,,,,
33,"Amino acid Mixure, 4 mM",0.493403,71.2,,,,,,,,,,,,,,,,,,,,,,,
34,"Amino acid Mixure, 4 mM",0.357292,77.2,,,,,,,,,,,,,,,,,,,,,,,
