TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.148611,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.136111,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.127778,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.108333,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.118056,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.098611,4,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.102778,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.098611,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.104167,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.097222,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.093056,4,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.101389,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.098611,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.115278,4,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.106944,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.083333,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.1125,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.161111,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.119444,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.152778,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.133333,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.177778,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.180556,5,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.238889,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.252778,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.227778,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.219444,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.19444,5,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.175,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.197222,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.188889,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.222222,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.222222,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.163889,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.194444,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.222222,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.219444,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.225,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.216667,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.213889,9,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.230556,6,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.311111,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.338889,6,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.416667,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.436111,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.363889,6,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.394444,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.394444,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.45,6,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.480556,9,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.4,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.377778,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.361111,6,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.436111,9,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.441667,6,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.486111,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,0.486111,9,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,0.397222,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,0.383333,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,0.434722,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,0.315278,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.361111,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.329167,2,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.2875,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.244444,2,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.209722,2,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.186111,2,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.1625,2,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.141667,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.123611,2,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.131944,2,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.125,2,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.118056,2,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.119444,2,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.105556,2,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.076389,2,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.108333,4,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.136111,4,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.083333,4,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.269444,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.263889,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.219444,5,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.216667,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.172222,4,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.222222,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.219444,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.163889,4,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.188889,8,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.216667,4,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.172222,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.166667,4,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.172222,4,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.191667,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.197222,4,,,,,,,,,,,,,,,,,,,,,,,,,,
