TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,1.723264,68.4,1000,10.45,30.34,13280,-17.9462522,1.161601048,1161.72,2.5,3.599654,1.580157624,197.2,0.488155061,40.898955,4.662532463,727.4,0.800925926,98.411452,3.064168438,3864.7,3.436911488,25.2359014,7.201245347,948.68,4.350490196
21,No stimuli,1.737847,54.4,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,1.565278,49.6,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,1.596875,51.2,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,1.604167,58.4,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,1.575,56,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,1.764583,57.6,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,1.526389,51.2,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,1.589583,54.8,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,1.621181,50.8,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),1.404861,50.8,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),1.412153,44.8,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),1.638194,89.2,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),1.876389,124.2,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),1.300347,135.2,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),1.142361,98.8,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),1.176389,86.8,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),1.069444,70.8,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),1.101042,82,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),1.166667,75.6,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),1.169097,72.8,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),1.205556,77.6,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),1.05,75.6,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),1.013542,84,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.984375,76.4,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.967361,85.6,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),1.003819,81.6,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.994097,84,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.906597,96.8,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.872569,91.6,,,,,,,,,,,,,,,,,,,,,,,,
