TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.395833,10.4,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.588542,8,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.557292,12.4,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.572917,8,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.479167,20,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.520833,20,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.34375,20,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.140625,20,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.135417,20,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.645833,20,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.739583,20,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.5625,20,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.864583,20,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.015625,23,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.625,39,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.244792,20,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.734375,31,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.671875,35,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.479167,29,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.067708,43,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.458333,45,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.057292,46,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.390625,37,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,4.239583,44,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,4.317708,30,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,4.822917,27,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,3.475694,21,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,3.653125,9.6,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,3.932639,9,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,3.305556,9,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,1.864236,7.2,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,1.502083,7.2,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,1.084028,7.8,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.879861,8.8,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.661111,4.8,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.456944,10.2,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.296528,7,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.269792,7.6,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.264931,7.6,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.2625,8.6,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.228472,6.8,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.148264,8.2,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.209028,8.6,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.172569,16,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.125,20.8,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.213542,16,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.125,16,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.442708,33.6,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.729167,16,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.651042,16,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.442708,25.6,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.458333,24,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.427083,16,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.302083,22.4,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.338542,33.6,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.401042,31.2,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.338542,38.4,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.322917,37.6,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.302083,40,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.21875,37.6,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.213542,35.2,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.25,39.2,,,,,,,,,,,,,,,,,,,,,,,,
