TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
83,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.234375,17.4,,,,,,,,,,,,,,,,,,,,,,,
84,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",8.380208,12,,,,,,,,,,,,,,,,,,,,,,,
85,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",7.510417,13.8,,,,,,,,,,,,,,,,,,,,,,,
86,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",5.645833,14.4,,,,,,,,,,,,,,,,,,,,,,,
87,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.692708,29.4,,,,,,,,,,,,,,,,,,,,,,,
88,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",3.744792,28.2,,,,,,,,,,,,,,,,,,,,,,,
89,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.052083,21.6,,,,,,,,,,,,,,,,,,,,,,,
90,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",3.869792,21.6,,,,,,,,,,,,,,,,,,,,,,,
91,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",3.619792,22.2,,,,,,,,,,,,,,,,,,,,,,,
92,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.291667,18.6,,,,,,,,,,,,,,,,,,,,,,,
93,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.203125,26.4,,,,,,,,,,,,,,,,,,,,,,,
94,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",3.854167,27.6,,,,,,,,,,,,,,,,,,,,,,,
95,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",3.901042,15.6,,,,,,,,,,,,,,,,,,,,,,,
96,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.489583,22.8,,,,,,,,,,,,,,,,,,,,,,,
97,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.34375,25.8,,,,,,,,,,,,,,,,,,,,,,,
98,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",3.973958,19.8,,,,,,,,,,,,,,,,,,,,,,,
99,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.265625,28.2,,,,,,,,,,,,,,,,,,,,,,,
100,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.145833,21,,,,,,,,,,,,,,,,,,,,,,,
101,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.3125,28,,,,,,,,,,,,,,,,,,,,,,,
102,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",5.239583,24,,,,,,,,,,,,,,,,,,,,,,,
103,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",5.234375,27.2,,,,,,,,,,,,,,,,,,,,,,,
104,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.604167,16,,,,,,,,,,,,,,,,,,,,,,,
105,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.682292,21.6,,,,,,,,,,,,,,,,,,,,,,,
106,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.1875,32.8,,,,,,,,,,,,,,,,,,,,,,,
107,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.979167,28.8,,,,,,,,,,,,,,,,,,,,,,,
108,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",8.453125,37.6,,,,,,,,,,,,,,,,,,,,,,,
109,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.75,52.8,,,,,,,,,,,,,,,,,,,,,,,
110,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",8.265625,69.6,,,,,,,,,,,,,,,,,,,,,,,
111,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.171875,76.8,,,,,,,,,,,,,,,,,,,,,,,
112,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.75,74.4,,,,,,,,,,,,,,,,,,,,,,,
113,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.885417,80.8,,,,,,,,,,,,,,,,,,,,,,,
114,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.572917,82.4,,,,,,,,,,,,,,,,,,,,,,,
115,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.276042,79.2,,,,,,,,,,,,,,,,,,,,,,,
116,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.005208,69.6,,,,,,,,,,,,,,,,,,,,,,,
117,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.036458,75.2,,,,,,,,,,,,,,,,,,,,,,,
118,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.307292,91.2,,,,,,,,,,,,,,,,,,,,,,,
119,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.401042,85.6,,,,,,,,,,,,,,,,,,,,,,,
120,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.4375,86.4,,,,,,,,,,,,,,,,,,,,,,,
121,No Stimuli,6.572917,60,,,,,,,,,,,,,,,,,,,,,,,
122,No Stimuli,7.088542,63.2,,,,,,,,,,,,,,,,,,,,,,,
123,No Stimuli,5.90625,32.8,,,,,,,,,,,,,,,,,,,,,,,
124,No Stimuli,4.861111,16.8,,,,,,,,,,,,,,,,,,,,,,,
125,No Stimuli,4.588889,12,,,,,,,,,,,,,,,,,,,,,,,
126,No Stimuli,3.628819,12,,,,,,,,,,,,,,,,,,,,,,,
127,No Stimuli,3.461111,12,,,,,,,,,,,,,,,,,,,,,,,
128,No Stimuli,2.085417,12,,,,,,,,,,,,,,,,,,,,,,,
129,No Stimuli,2.189931,12,,,,,,,,,,,,,,,,,,,,,,,
130,No Stimuli,1.626042,12,,,,,,,,,,,,,,,,,,,,,,,
131,No Stimuli,1.156944,12,,,,,,,,,,,,,,,,,,,,,,,
132,No Stimuli,1.069444,12,,,,,,,,,,,,,,,,,,,,,,,
133,No Stimuli,0.865278,12,,,,,,,,,,,,,,,,,,,,,,,
134,No Stimuli,0.712153,13.2,,,,,,,,,,,,,,,,,,,,,,,
135,No Stimuli,0.636806,12,,,,,,,,,,,,,,,,,,,,,,,
136,No Stimuli,0.593056,13.2,,,,,,,,,,,,,,,,,,,,,,,
137,No Stimuli,0.420486,12,,,,,,,,,,,,,,,,,,,,,,,
138,No Stimuli,0.410764,19.8,,,,,,,,,,,,,,,,,,,,,,,
139,No Stimuli,0.420486,16.8,,,,,,,,,,,,,,,,,,,,,,,
140,No Stimuli,0.294097,14.4,,,,,,,,,,,,,,,,,,,,,,,
141,"KCl, 30 mM",0.369444,15.6,,,,,,,,,,,,,,,,,,,,,,,
142,"KCl, 30 mM",5.130208,170.4,,,,,,,,,,,,,,,,,,,,,,,
143,"KCl, 30 mM",4.609375,112,,,,,,,,,,,,,,,,,,,,,,,
144,"KCl, 30 mM",3.614583,56.8,,,,,,,,,,,,,,,,,,,,,,,
145,"KCl, 30 mM",3.057292,44.4,,,,,,,,,,,,,,,,,,,,,,,
146,"KCl, 30 mM",2.921875,36,,,,,,,,,,,,,,,,,,,,,,,
147,"KCl, 30 mM",2.421875,29.4,,,,,,,,,,,,,,,,,,,,,,,
148,"KCl, 30 mM",2.078125,25.8,,,,,,,,,,,,,,,,,,,,,,,
149,"KCl, 30 mM",2.307292,30,,,,,,,,,,,,,,,,,,,,,,,
150,"KCl, 30 mM",2.130208,21.6,,,,,,,,,,,,,,,,,,,,,,,
151,"KCl, 30 mM",1.979167,27.6,,,,,,,,,,,,,,,,,,,,,,,
152,"KCl, 30 mM",2,31.2,,,,,,,,,,,,,,,,,,,,,,,
153,"KCl, 30 mM",2.119792,28.8,,,,,,,,,,,,,,,,,,,,,,,
154,"KCl, 30 mM",2.036458,30.6,,,,,,,,,,,,,,,,,,,,,,,
155,"KCl, 30 mM",1.90625,26.4,,,,,,,,,,,,,,,,,,,,,,,
156,"KCl, 30 mM",2,0,,,,,,,,,,,,,,,,,,,,,,,
157,"KCl, 30 mM",1.875,30,,,,,,,,,,,,,,,,,,,,,,,
158,"KCl, 30 mM",1.572917,21,,,,,,,,,,,,,,,,,,,,,,,
159,"KCl, 30 mM",1.572917,30,,,,,,,,,,,,,,,,,,,,,,,
