TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No Stimuli,1.421875,8.8,,14.02,1700,3.0673566,4.385964548,337.2,6.95,14.337842,6.178068821,46,0.637065637,63.779163,7.699545113,-46.8,0.5,53.677089,1.991899947,669.6,3.87755102,37.5749998,11.9926934,478.04,11.18110236
21,No Stimuli,1.217708,8,,,,,,,,,,,,,,,,,,,,,,,
22,No Stimuli,1.222569,8,,,,,,,,,,,,,,,,,,,,,,,
23,No Stimuli,1.152083,11.6,,,,,,,,,,,,,,,,,,,,,,,
24,No Stimuli,1.190972,8,,,,,,,,,,,,,,,,,,,,,,,
25,No Stimuli,1.110764,8,,,,,,,,,,,,,,,,,,,,,,,
26,No Stimuli,1.310069,8,,,,,,,,,,,,,,,,,,,,,,,
27,No Stimuli,1.144792,8,,,,,,,,,,,,,,,,,,,,,,,
28,No Stimuli,1.028125,8,,,,,,,,,,,,,,,,,,,,,,,
29,No Stimuli,0.947917,8,,,,,,,,,,,,,,,,,,,,,,,
30,"Amino acid Mixure, 4 mM",0.994097,8,,,,,,,,,,,,,,,,,,,,,,,
31,"Amino acid Mixure, 4 mM",1.101042,8,,,,,,,,,,,,,,,,,,,,,,,
32,"Amino acid Mixure, 4 mM",1.463194,11.2,,,,,,,,,,,,,,,,,,,,,,,
33,"Amino acid Mixure, 4 mM",4.861111,52,,,,,,,,,,,,,,,,,,,,,,,
34,"Amino acid Mixure, 4 mM",4.861111,55.6,,,,,,,,,,,,,,,,,,,,,,,
35,"Amino acid Mixure, 4 mM",3.164583,50.8,,,,,,,,,,,,,,,,,,,,,,,
36,"Amino acid Mixure, 4 mM",2.117014,27.2,,,,,,,,,,,,,,,,,,,,,,,
37,"Amino acid Mixure, 4 mM",1.392708,26.8,,,,,,,,,,,,,,,,,,,,,,,
38,"Amino acid Mixure, 4 mM",1.159375,17.6,,,,,,,,,,,,,,,,,,,,,,,
39,"Amino acid Mixure, 4 mM",0.981944,18.8,,,,,,,,,,,,,,,,,,,,,,,
40,"Amino acid Mixure, 4 mM",0.872569,10.4,,,,,,,,,,,,,,,,,,,,,,,
41,"Amino acid Mixure, 4 mM",0.753472,10.8,,,,,,,,,,,,,,,,,,,,,,,
42,"Amino acid Mixure, 4 mM",0.843403,12,,,,,,,,,,,,,,,,,,,,,,,
43,"Amino acid Mixure, 4 mM",0.697569,9.2,,,,,,,,,,,,,,,,,,,,,,,
44,"Amino acid Mixure, 4 mM",0.692708,9.6,,,,,,,,,,,,,,,,,,,,,,,
45,"Amino acid Mixure, 4 mM",0.709722,11.6,,,,,,,,,,,,,,,,,,,,,,,
46,"Amino acid Mixure, 4 mM",0.770486,16.8,,,,,,,,,,,,,,,,,,,,,,,
47,"Amino acid Mixure, 4 mM",0.862847,18,,,,,,,,,,,,,,,,,,,,,,,
48,"Amino acid Mixure, 4 mM",0.731597,18,,,,,,,,,,,,,,,,,,,,,,,
49,"Amino acid Mixure, 4 mM",0.785069,11.2,,,,,,,,,,,,,,,,,,,,,,,
50,"Amino acid Mixure, 4 mM",0.860417,9.2,,,,,,,,,,,,,,,,,,,,,,,
51,"Amino acid Mixure, 4 mM",0.794792,14.8,,,,,,,,,,,,,,,,,,,,,,,
52,"Amino acid Mixure, 4 mM",0.755903,11.2,,,,,,,,,,,,,,,,,,,,,,,
53,"Amino acid Mixure, 4 mM",0.600347,13.6,,,,,,,,,,,,,,,,,,,,,,,
54,"Amino acid Mixure, 4 mM",0.823958,17.2,,,,,,,,,,,,,,,,,,,,,,,
55,"Amino acid Mixure, 4 mM",0.648958,12,,,,,,,,,,,,,,,,,,,,,,,
56,"Amino acid Mixure, 4 mM",0.663542,14,,,,,,,,,,,,,,,,,,,,,,,
57,"Amino acid Mixure, 4 mM",0.636806,19.6,,,,,,,,,,,,,,,,,,,,,,,
58,"Amino acid Mixure, 4 mM",0.619792,19.2,,,,,,,,,,,,,,,,,,,,,,,
59,"Amino acid Mixure, 4 mM",0.641667,27.6,,,,,,,,,,,,,,,,,,,,,,,
60,"Amino acid Mixure, 4 mM",0.563889,23.2,,,,,,,,,,,,,,,,,,,,,,,
61,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.551736,21.2,,,,,,,,,,,,,,,,,,,,,,,
62,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.661111,17.2,,,,,,,,,,,,,,,,,,,,,,,
63,"Amino acid Mixure, 4 mM + Glucose, 3 mM",1.774306,20.8,,,,,,,,,,,,,,,,,,,,,,,
64,"Amino acid Mixure, 4 mM + Glucose, 3 mM",3.862153,13.2,,,,,,,,,,,,,,,,,,,,,,,
65,"Amino acid Mixure, 4 mM + Glucose, 3 mM",3.315278,17.2,,,,,,,,,,,,,,,,,,,,,,,
66,"Amino acid Mixure, 4 mM + Glucose, 3 mM",2.204514,23.6,,,,,,,,,,,,,,,,,,,,,,,
67,"Amino acid Mixure, 4 mM + Glucose, 3 mM",1.497222,22,,,,,,,,,,,,,,,,,,,,,,,
68,"Amino acid Mixure, 4 mM + Glucose, 3 mM",1.059722,21.2,,,,,,,,,,,,,,,,,,,,,,,
69,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.950347,31.6,,,,,,,,,,,,,,,,,,,,,,,
70,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.789931,27.6,,,,,,,,,,,,,,,,,,,,,,,
71,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.719444,26.4,,,,,,,,,,,,,,,,,,,,,,,
72,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.972222,19.2,,,,,,,,,,,,,,,,,,,,,,,
73,"Amino acid Mixure, 4 mM + Glucose, 3 mM",1.045139,22.8,,,,,,,,,,,,,,,,,,,,,,,
74,"Amino acid Mixure, 4 mM + Glucose, 3 mM",1.035417,27.6,,,,,,,,,,,,,,,,,,,,,,,
75,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.960069,28.8,,,,,,,,,,,,,,,,,,,,,,,
76,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.986806,26.4,,,,,,,,,,,,,,,,,,,,,,,
77,"Amino acid Mixure, 4 mM + Glucose, 3 mM",1.020833,24,,,,,,,,,,,,,,,,,,,,,,,
78,"Amino acid Mixure, 4 mM + Glucose, 3 mM",1.096181,26.8,,,,,,,,,,,,,,,,,,,,,,,
79,"Amino acid Mixure, 4 mM + Glucose, 3 mM",1.166667,21.2,,,,,,,,,,,,,,,,,,,,,,,
80,"Amino acid Mixure, 4 mM + Glucose, 3 mM",1.171528,21.6,,,,,,,,,,,,,,,,,,,,,,,
81,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.161806,27,,,,,,,,,,,,,,,,,,,,,,,
82,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.166667,19.8,,,,,,,,,,,,,,,,,,,,,,,
