TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
38,Amino acid mixture (4 mM),0.15467,18.727,,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.15025,19.091,,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.13037,19.455,,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.1613,21.455,,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.14141,20.727,,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.15246,22.182,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.14804,24.727,,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.13479,26.364,,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.12374,30,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.1149,27.091,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.12374,27.273,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.10606,28.545,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.10385,31.273,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.10606,30.909,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.099432,34.727,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.090593,34.364,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.092803,34.727,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.095013,35.455,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.099432,38,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.083965,35.273,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.095013,36.727,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.13479,39.091,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.068497,39.636,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.10606,40.909,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.072917,42,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.070707,42,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.081755,42.364,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.072917,37.273,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.10385,40.545,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.15909,41.273,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.12153,42.364,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.090593,40.727,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.11711,39.091,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.10827,38,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.1392,39.636,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.15246,34.545,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.10164,39.091,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.12374,35.091,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.1613,34.182,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.16351,36,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.15467,36.909,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.13699,37.818,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.13037,39.455,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.11932,38.727,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.15625,36,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.17992,40,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.17519,39.818,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.15152,39.636,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.40246,35.455,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.3636,23.091,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.2348,23.818,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.9839,27.273,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.8703,31.636,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.411,33.818,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.3258,32.909,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.5152,33.091,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.4299,30.727,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.5246,29.818,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.7282,30.727,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.8513,31.091,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.5578,30.909,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.8939,30.909,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.5483,31.636,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.5294,31.636,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.8229,30.455,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.9981,30.909,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.9366,36.364,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.3437,40.909,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.2055,48.636,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.3333,57.727,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.0104,67.727,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.8305,85,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.9583,90.455,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.5795,91.818,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.9631,103.64,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.7358,87.273,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.4413,97.273,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.7311,100.91,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.3655,110.91,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.1572,107.27,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.3939,106.82,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.3608,105.91,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.607,109.55,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,4.697,104.55,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,4.8011,36.364,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,5.6392,36.364,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,3.3033,29.455,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,2.583,18.727,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,2.5764,14.091,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,1.9157,12.727,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,1.5909,10.182,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,1.233,11.909,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,1.0098,12.636,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.69381,9.4545,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.53914,8.5455,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.44634,9.1818,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.3447,10.727,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.2541,10,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.22096,11.727,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.18561,11.909,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.19444,10.545,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.18561,10.455,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.14583,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.17014,7.2727,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.18466,12.727,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.2178,7.2727,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.23674,13.818,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),1.8277,80.364,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),2.5189,80,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),1.9223,57.818,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),1.6288,60,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),1.4583,60.727,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),1.3447,56,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),1.4725,60.727,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),1.785,80,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),1.6241,77.818,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),1.4915,77.818,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),1.5672,82.909,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),1.6903,82.909,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),1.7282,90.182,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),1.7045,88,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),1.7472,90.909,,,,,,,,,,,,,,,,,,,,,,,,,
