TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.017361,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.019792,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.013194,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.0125,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.013889,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.019444,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.020486,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.015972,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.011806,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.013194,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.013542,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.052778,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.192361,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.240972,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.173611,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.148958,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.140625,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.144792,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.159375,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.164236,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.147917,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.168056,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.182986,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.192361,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.214931,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.234722,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.199306,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.19375,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.226389,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.224653,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.282292,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.389931,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.44375,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.616319,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.703125,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.729167,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.800347,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.569444,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.637153,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.586806,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.654514,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.776042,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.756944,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.597222,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.652778,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.697917,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.760417,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.755208,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.703125,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,0.543403,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,0.690972,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,0.550347,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,0.504861,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,0.231944,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.144444,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.101736,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.058333,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.04375,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.040625,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.031944,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.029861,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.026736,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.01875,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.017361,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.018403,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.016667,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.020139,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.015972,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.017708,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.01875,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.6625,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.555208,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.167708,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.098958,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.075,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.086806,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.082292,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.086111,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.1,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.093403,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.080208,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.087847,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.086806,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.080208,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.077431,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.089931,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.061806,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.063194,,,,,,,,,,,,,,,,,,,,,,,,,
