TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.060764,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.058333,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.065625,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.053472,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.072917,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.060764,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.060764,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.063194,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.068056,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.063194,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.104514,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.104167,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.213542,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.255208,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.286458,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.307292,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.197917,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.203125,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.239583,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.223958,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.307292,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.302083,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.229167,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.244792,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.291667,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.328125,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.270833,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.192708,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.427083,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.416667,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.442708,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.661458,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.755208,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.770833,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.880208,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.713542,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.651042,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.682292,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.838542,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.770833,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.78125,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.614583,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.604167,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.619792,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,0.697917,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,0.838542,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,0.552083,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,0.384028,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,0.432639,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.379167,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.196875,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.170139,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.116667,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.092361,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.077778,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.082639,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.082639,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.060764,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.072917,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.055903,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.048611,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.048611,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.058333,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.072917,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.051042,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.104167,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.151042,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.239583,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.244792,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.145833,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.109375,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.130208,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.151042,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.135417,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.229167,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.104167,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.151042,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.151042,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.151042,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.114583,,,,,,,,,,,,,,,,,,,,,,,,,,,
