TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
98,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.6875,48.6,,,,,,,,,,,,,,,,,,,,,,,
99,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.770833,45,,,,,,,,,,,,,,,,,,,,,,,
100,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.822917,43.2,,,,,,,,,,,,,,,,,,,,,,,
101,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.755208,36,,,,,,,,,,,,,,,,,,,,,,,
102,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.875,37.6,,,,,,,,,,,,,,,,,,,,,,,
103,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.635417,49.6,,,,,,,,,,,,,,,,,,,,,,,
104,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.661458,59.2,,,,,,,,,,,,,,,,,,,,,,,
105,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.03125,77.6,,,,,,,,,,,,,,,,,,,,,,,
106,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.302083,76.8,,,,,,,,,,,,,,,,,,,,,,,
107,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.46875,84,,,,,,,,,,,,,,,,,,,,,,,
108,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.463542,92,,,,,,,,,,,,,,,,,,,,,,,
109,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.114583,117.6,,,,,,,,,,,,,,,,,,,,,,,
110,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.239583,111.2,,,,,,,,,,,,,,,,,,,,,,,
111,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.338542,110.4,,,,,,,,,,,,,,,,,,,,,,,
112,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.088542,115.2,,,,,,,,,,,,,,,,,,,,,,,
113,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.114583,119.2,,,,,,,,,,,,,,,,,,,,,,,
114,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.072917,132.8,,,,,,,,,,,,,,,,,,,,,,,
115,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.84375,105.6,,,,,,,,,,,,,,,,,,,,,,,
116,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.348958,106.4,,,,,,,,,,,,,,,,,,,,,,,
117,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.296875,116,,,,,,,,,,,,,,,,,,,,,,,
118,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.401042,117.6,,,,,,,,,,,,,,,,,,,,,,,
119,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.354167,109.6,,,,,,,,,,,,,,,,,,,,,,,
120,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.520833,100.8,,,,,,,,,,,,,,,,,,,,,,,
121,No Stimuli,4.583333,122.4,,,,,,,,,,,,,,,,,,,,,,,
122,No Stimuli,4.46875,122.4,,,,,,,,,,,,,,,,,,,,,,,
123,No Stimuli,4.473958,68,,,,,,,,,,,,,,,,,,,,,,,
124,No Stimuli,4.340972,47.4,,,,,,,,,,,,,,,,,,,,,,,
125,No Stimuli,2.768403,25.8,,,,,,,,,,,,,,,,,,,,,,,
126,No Stimuli,1.980903,22.8,,,,,,,,,,,,,,,,,,,,,,,
127,No Stimuli,1.455903,26.4,,,,,,,,,,,,,,,,,,,,,,,
128,No Stimuli,0.904167,19.2,,,,,,,,,,,,,,,,,,,,,,,
129,No Stimuli,0.646528,25.8,,,,,,,,,,,,,,,,,,,,,,,
130,No Stimuli,0.495833,21.6,,,,,,,,,,,,,,,,,,,,,,,
131,No Stimuli,0.384028,22.8,,,,,,,,,,,,,,,,,,,,,,,
132,No Stimuli,0.311111,25.8,,,,,,,,,,,,,,,,,,,,,,,
133,No Stimuli,0.21875,21,,,,,,,,,,,,,,,,,,,,,,,
134,No Stimuli,0.194444,18.6,,,,,,,,,,,,,,,,,,,,,,,
135,No Stimuli,0.179861,27.6,,,,,,,,,,,,,,,,,,,,,,,
136,No Stimuli,0.201736,27,,,,,,,,,,,,,,,,,,,,,,,
137,No Stimuli,0.148264,21.6,,,,,,,,,,,,,,,,,,,,,,,
138,No Stimuli,0.145833,19.2,,,,,,,,,,,,,,,,,,,,,,,
139,No Stimuli,0.140972,19.8,,,,,,,,,,,,,,,,,,,,,,,
140,No Stimuli,0.136111,27,,,,,,,,,,,,,,,,,,,,,,,
141,"KCl, 30 mM",0.114236,21.6,,,,,,,,,,,,,,,,,,,,,,,
142,"KCl, 30 mM",1.5,179.2,,,,,,,,,,,,,,,,,,,,,,,
143,"KCl, 30 mM",4.28125,288,,,,,,,,,,,,,,,,,,,,,,,
144,"KCl, 30 mM",3.020833,149.6,,,,,,,,,,,,,,,,,,,,,,,
145,"KCl, 30 mM",1.822917,93.6,,,,,,,,,,,,,,,,,,,,,,,
146,"KCl, 30 mM",1.130208,63,,,,,,,,,,,,,,,,,,,,,,,
147,"KCl, 30 mM",0.984375,58.8,,,,,,,,,,,,,,,,,,,,,,,
148,"KCl, 30 mM",0.828125,54.6,,,,,,,,,,,,,,,,,,,,,,,
149,"KCl, 30 mM",0.755208,44.4,,,,,,,,,,,,,,,,,,,,,,,
150,"KCl, 30 mM",0.723958,39.6,,,,,,,,,,,,,,,,,,,,,,,
151,"KCl, 30 mM",0.661458,43.8,,,,,,,,,,,,,,,,,,,,,,,
152,"KCl, 30 mM",0.661458,37.2,,,,,,,,,,,,,,,,,,,,,,,
153,"KCl, 30 mM",0.609375,40.8,,,,,,,,,,,,,,,,,,,,,,,
154,"KCl, 30 mM",0.604167,43.2,,,,,,,,,,,,,,,,,,,,,,,
155,"KCl, 30 mM",0.59375,38.4,,,,,,,,,,,,,,,,,,,,,,,
156,"KCl, 30 mM",0.536458,39,,,,,,,,,,,,,,,,,,,,,,,
157,"KCl, 30 mM",0.520833,46.8,,,,,,,,,,,,,,,,,,,,,,,
158,"KCl, 30 mM",0.40625,59.4,,,,,,,,,,,,,,,,,,,,,,,
159,"KCl, 30 mM",0.40625,53.4,,,,,,,,,,,,,,,,,,,,,,,
