TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,0.243056,8,,,,,-2.280834799999999,2.5510216603886677,818.4000000000001,8.6,-0.27951600000000054,1.2830190436858988,-111.8000000000003,0.5597579425113465,6.410418000000001,6.985710265470122,232.4000000000001,0.6620021528525297,10.786456,2.974238733717663,2342.399999999999,5.688225538971807,8.544791400000001,10.210078542478767,385.79999999999984,4.514285714285714
21,No stimuli,0.223611,8,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.235764,10,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.184722,8,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.221181,8,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.213889,8,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.201736,15.2,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.157986,10.8,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.520139,8,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.454514,18,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.478819,15.6,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.432639,10,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.578472,26.8,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.789931,44,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.605208,35.2,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.510417,38,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.201736,27.6,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.194444,25.6,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.187153,29.2,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.194444,25.6,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.216319,28,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.148264,36.8,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.13125,32.4,,,,,,,,,,,,,,,,,,,,,,,,
