TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
20,No stimuli,0.702431,16.7,1000,,16.18,427.944,-4.8878478,1.514238,64.235763,68.296893,9.3440952,2.86708931,2.587940374,49.8461258,2.41196411,9.183674219,623.52,-3.8,-49.8,1494.5,872.28,3.266978923,0.826594789,0.698398577,3.555276382,7.001862197
21,No stimuli,0.580903,16,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.607639,17.3,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.473958,16.4,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.452083,16.6,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.425347,15.4,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.384028,17.3,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.39375,18.1,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.352431,17.8,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.364583,16.8,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.345139,15.8,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.374306,32.4,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.456944,38.8,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),1.101042,55.8,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.802083,45.8,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.478819,38,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.2625,29,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.201736,26.2,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.177431,29.6,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.201736,30.2,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.140972,30,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.138542,33.6,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.143403,29,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.150694,31.4,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.155556,34,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.150694,34.2,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.123958,39.2,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.111806,38.4,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.148264,41.2,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.109375,41,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.114236,38.8,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.104514,38.6,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.094792,41.4,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.165278,43,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.155556,38.2,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.123958,36.8,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.126389,43.6,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.089931,43.4,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.063194,40.4,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.097222,46.8,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.106944,48.4,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.106944,44.6,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.140972,44.4,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.119097,43.4,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.250347,46.2,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.240625,47.8,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.213889,44.4,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.189583,43.6,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.170139,43.4,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.160417,45,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.213889,42,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.226042,48.4,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.177431,40.2,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.145833,36.8,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.162847,44.4,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.140972,47.2,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.150694,43.8,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.157986,43.6,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.155556,45.8,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.148264,47.2,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.177431,44.4,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.150694,44.2,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.192708,53.4,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.088542,37.4,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.541667,31.4,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),7.119792,39.6,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),7.875,47.2,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.8125,55.8,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.677083,50.2,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.890625,45.2,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.619792,43.8,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.364583,41,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.447917,43.2,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.072917,37.8,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.375,39.4,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.572917,40.8,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.848958,42,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.171875,36.4,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),5.072917,41.2,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.947917,42.4,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.552083,37,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.796875,43,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.25,54,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.989583,65,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5,82,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.41667,88.5,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.338542,109.5,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.41667,110,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.630208,121.5,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.41667,131.5,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.036458,126.5,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.3125,133.5,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.453125,138,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.41667,138,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.41667,139.5,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.473958,134.5,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.473958,141.5,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.286458,136,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.130208,131,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.41667,132.5,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10,134.5,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,6.963542,133.5,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,7.333333,40,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,5.557292,32.4,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,2.289583,25.4,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,2.851042,20.8,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,2.289583,18.2,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,1.70625,19.5,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,1.514236,18.2,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,1.09375,13.9,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.926042,21,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.719444,20.5,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.544444,21.1,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.503125,18.1,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.388889,18.1,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.384028,19.1,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.320833,21,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.311111,21.3,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.279514,24,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.21875,20,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.230903,21.1,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.172569,21.2,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.171875,31.2,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.411458,57.2,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),2.5,150.4,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),2.4375,128.4,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.802083,60,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.661458,48,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.84375,67.6,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),1.21875,78.4,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.583333,58.4,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.739583,62,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.65625,63.6,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.630208,63.6,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.489583,71.2,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.46875,65.6,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.432292,55.2,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.416667,66.8,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.442708,64.8,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.4375,66.8,,,,,,,,,,,,,,,,,,,,,,,,
