TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
20,No stimuli,0.106944,12.2,1000,2.94,9.17,66,0.5522244,0.651385,15.470137,13.703127,15.1321494,1.886789768,2.430550198,10.98901099,2.165392234,29.77779444,193.7,-8,-95.2,196.9,312.32,2.525423729,0.668103448,0.485651214,3.033980583,6.760070053
21,No stimuli,0.111806,11.6,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.116667,12.8,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.063194,10.8,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.0875,11.2,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.094792,10.9,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.048611,12.6,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.065625,12.4,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.080208,12.5,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.097222,10.6,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.126389,10.1,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.097222,10.2,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.092361,18.4,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.097222,29.8,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.075347,27.4,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.060764,23.2,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.077778,19.8,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.072917,17.6,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.097222,12.6,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.097222,18.2,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.104514,17.2,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.099653,19,,,,,,,,,,,,,,,,,,,,,,,,
