TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.92604,45.4,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),1.2687,35.4,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),1.4194,42.8,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),1.1642,48.2,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),1.1326,45.4,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),1.0573,44,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),1.3222,46.6,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),1.2542,45,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),1.4146,43,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),1.2031,45.2,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),1.0816,46.8,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.92361,47,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),1.0865,45,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),1.1569,44.8,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),1.0476,44.6,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.92847,45.4,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.99896,46.6,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.0729,48,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.1979,45.6,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.1823,43.6,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.2292,42.2,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.6094,43.8,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.5469,38,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.9479,35.8,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.974,40.2,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),5.0208,38.2,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.8177,40.6,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.4583,39,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.974,43,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.8958,40.2,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.0937,40.6,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.6562,37.2,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.6667,32.6,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.9062,38,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.7917,38.6,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.5573,39.8,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.5104,40,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.9219,40.5,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.4219,42,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.375,30,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.6094,15.5,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.7812,37,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.4844,71,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.9115,85.5,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.9062,86.5,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.9219,99,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.5781,93.5,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.208,104.5,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.9583,106,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.349,101.5,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.1146,103.5,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.875,109,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.8646,105.5,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.417,110.5,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.417,111.5,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.417,108,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,9.5885,99.5,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,8.4844,60,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,8.4844,50,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,6.2,43.45,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,5.8611,36.9,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,4.8611,30,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,4.8611,25.5,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,4.8611,22.1,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,4.2924,20.2,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,3.2764,22.1,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,2.5812,12.7,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,1.9833,15.8,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,1.5677,17.3,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,1.033,18.2,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,1.0792,19.5,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,1.0767,20.5,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.87257,20.4,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.76319,18.1,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.7559,18.1,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.66111,17.2,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.66354,17.2,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.78125,21.6,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.72396,25.6,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.90625,18.4,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),3.6354,77.6,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),3.9375,83.6,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),3.0677,72.8,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),2.8125,78.8,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),2.1875,75.2,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),2.0417,67.6,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),2.0156,62.4,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),1.5833,69.6,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),1.4635,76,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),1.8177,80.8,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),1.4479,76.8,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),1.4844,67.2,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),1.3385,63.6,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),1.0417,68.8,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),1.1979,71.2,,,,,,,,,,,,,,,,,,,,,,,,,
