TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
20,No stimuli,0.619792,12.3,1000,4.26,50.9,2540,11.6175684,-2.274997,54.681942,4.239584,32.794239,3.759884563,1.0165601,13.6523026,1.315233882,21.02735059,614.88,-571.6,-29.6,803,1270.24,3.263707572,0.168685121,0.715789474,4.133663366,10.28901734,
21,No stimuli,0.738889,12.8,,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.860417,15.5,,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.777778,15.1,,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.780208,12.9,,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.746181,14.4,,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.682986,15.4,,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.6125,14.2,,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.670833,16.7,,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.668403,15.9,,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.753472,14.6,,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.675694,16.6,,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.789931,40.4,,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),1.424306,48,,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),2.542361,38.4,,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),2.413542,31.2,,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),2.148611,29.4,,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),1.905556,27.2,,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),1.424306,23.8,,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),1.193403,32,,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),1.395139,28.6,,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),1.3125,28.8,,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),1.314931,29.4,,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),1.232292,29.2,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.950347,33,,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.879861,33.6,,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.882292,35.8,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.879861,37.4,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),1.042708,39.8,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.911458,34.2,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.665972,42.6,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.646528,36.4,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.624653,39.2,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.588194,41.4,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.682986,30,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.65625,37.6,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.578472,41.6,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.425347,47,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.539583,44.2,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.546875,50,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.551736,48.4,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.537153,48.4,,,,,,,,,,,,,,,,,,,,,,,,,
