TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No Stimuli,0.226042,8,,68,,1.8146554,4.565827444,1703.12,18.01801802,0.466667,1.836735551,232.4,0,13.859026,14.58894034,-93.8,0.55438226,59.026043,7.615157217,1708,3.853955375,4.3633272,8.807174713,2425.68,6.768189509
21,No Stimuli,0.187153,8,,,,,,,,,,,,,,,,,,,,,,,
22,No Stimuli,0.192014,8,,,,,,,,,,,,,,,,,,,,,,,
23,No Stimuli,0.170139,9.2,,,,,,,,,,,,,,,,,,,,,,,
24,No Stimuli,0.170139,8,,,,,,,,,,,,,,,,,,,,,,,
25,No Stimuli,0.184722,8,,,,,,,,,,,,,,,,,,,,,,,
26,No Stimuli,0.179861,8,,,,,,,,,,,,,,,,,,,,,,,
27,No Stimuli,0.175,12.4,,,,,,,,,,,,,,,,,,,,,,,
28,No Stimuli,0.172569,8,,,,,,,,,,,,,,,,,,,,,,,
29,No Stimuli,0.155556,8,,,,,,,,,,,,,,,,,,,,,,,
30,"Amino acid Mixure, 4 mM",0.177431,13.2,,,,,,,,,,,,,,,,,,,,,,,
31,"Amino acid Mixure, 4 mM",0.162847,8,,,,,,,,,,,,,,,,,,,,,,,
32,"Amino acid Mixure, 4 mM",0.323264,37.6,,,,,,,,,,,,,,,,,,,,,,,
33,"Amino acid Mixure, 4 mM",0.792361,160,,,,,,,,,,,,,,,,,,,,,,,
34,"Amino acid Mixure, 4 mM",0.712153,160,,,,,,,,,,,,,,,,,,,,,,,
35,"Amino acid Mixure, 4 mM",0.585764,133.6,,,,,,,,,,,,,,,,,,,,,,,
36,"Amino acid Mixure, 4 mM",0.410764,96.4,,,,,,,,,,,,,,,,,,,,,,,
37,"Amino acid Mixure, 4 mM",0.323264,94.4,,,,,,,,,,,,,,,,,,,,,,,
38,"Amino acid Mixure, 4 mM",0.247917,64,,,,,,,,,,,,,,,,,,,,,,,
39,"Amino acid Mixure, 4 mM",0.196875,56.8,,,,,,,,,,,,,,,,,,,,,,,
40,"Amino acid Mixure, 4 mM",0.187153,54,,,,,,,,,,,,,,,,,,,,,,,
41,"Amino acid Mixure, 4 mM",0.155556,46,,,,,,,,,,,,,,,,,,,,,,,
