TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,0.797222,19.4,500,4.65,7.2,200,-3.1150124,2.021719085,550.12,2.336956522,3.608331,2.757528335,-75.4,0.146689019,20.641667,6.666665909,-298,0.217091661,28.361113,2.743083233,1090.4,3.241973375,7.4694454,8.846158107,1632.28,14.58588957
21,No stimuli,0.761111,20.6,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.694444,23.8,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.747222,21.4,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.777778,23.6,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.766667,21.8,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.655556,21,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.630556,21.2,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.641667,22.4,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.630556,24,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.605556,23.2,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.75,22.2,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.747222,22.6,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),1.344444,30.8,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),1.108333,49.2,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.886111,51.6,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.65,49.2,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.644444,45,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.563889,39.8,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.511111,36.8,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.505556,39,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.594444,34.8,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.469444,32.6,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.483333,35.2,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.513889,33,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.530556,32.8,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.461111,36.4,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.455556,41.6,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.516667,38.4,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.441667,38.6,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.441667,38,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.494444,49,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.572222,45.6,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.466667,37.2,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.525,44,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.463889,49.4,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.394444,49,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.355556,46,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.325,47.4,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.341667,44.6,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.336111,51.6,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.325,43.8,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.283333,16.4,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.461111,7,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.761111,18.2,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.966667,26.8,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.869444,32.4,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.658333,38.8,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.552778,80,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.45,39,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.463889,45.8,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.472222,50.2,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.597222,46.2,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.583333,48.4,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.530556,43,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.444444,52.8,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.366667,50.6,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.522222,49.6,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.486111,54.8,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.463889,80,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.361111,55.2,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.336111,44.2,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.311111,26.4,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.583333,12.6,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.755556,23.4,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.933333,26,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.272222,38,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.266667,36,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.405556,41.8,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.327778,43.8,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.255556,47,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.494444,80,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.333333,54.4,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.305556,41.2,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.35,52.8,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.483333,39.8,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.327778,49.4,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.416667,39.6,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.361111,43.2,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.472222,43.2,,,,,,,,,,,,,,,,,,,,,,,,
