TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
20,No stimuli,0.160417,15.2,500,4.14,13.1,324,0.8077746,0.755559,6.906246,14.091668,21.1138874,3.242316318,0.755559,-1.543059,14.091668,1.2937484,674.24,-493.2,-219.2,580.2,419.32,3.518123667,0.067294751,0.086132644,3.062200957,3.062787136
21,No stimuli,0.161111,16,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.140972,14.6,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.154167,18,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.131944,16.2,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.15,15.8,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.117361,17.6,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.109028,18,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.124306,20.8,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.109722,21.6,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.121528,17.8,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.108333,18.8,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.159722,13.4,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.395833,15.4,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.391667,47.6,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.305556,51.6,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.239583,21,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.179167,26.2,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.128472,33.8,,,,,,,,,,,,,,,,,,,,,,,,
