TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,0.639236,27.2,,,,,5.657846199999998,1.9608512728147167,1483.0400000000004,4.47427293064877,-0.7486099999999993,1.3120320908711798,55.20000000000027,0.8143459915611815,45.798266000000005,8.794946550048591,-194.2000000000005,0.5997526793075021,33.22395599999999,2.1414106861119526,831.2000000000003,1.994159365874009,29.7816638,7.55345372351708,1907.1600000000003,10.973936899862826
21,No stimuli,0.765625,39.6,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.782639,28.8,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.780208,35.6,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.760764,29.2,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.726736,28.4,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.780208,26.4,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.695139,33.2,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.634375,32.4,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.702431,58.4,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.622222,27.2,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.692708,25.2,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.853125,109.2,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),1.387847,160,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),1.336806,160,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),1.271181,130,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),1.127778,84,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),1.183681,72.4,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.960069,68,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.884722,66,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.789931,56.4,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.875,57.2,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.838542,57.2,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.909028,72,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.91875,61.2,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.923611,71.2,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.836111,74.4,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.865278,90.4,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.850694,79.2,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.884722,73.2,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.775347,86,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.870139,80,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.887153,94,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.780208,77.2,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.896875,78.4,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.802083,107.6,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.765625,96,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.697569,96.8,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.685417,97.2,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.707292,86.4,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.719444,97.6,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.636806,90,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.624653,81.6,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.74375,90.4,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.870139,95.6,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.91875,94,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.938194,105.2,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.794792,103.6,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.65625,115.6,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.622222,105.2,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.576042,113.2,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.610069,107.6,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.622222,78,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.56875,120.8,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.576042,77.2,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.578472,88,,,,,,,,,,,,,,,,,,,,,,,,
