TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.854167,56,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.854167,53.6,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.958333,55.8,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.052083,59.2,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.791667,64.2,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.052083,63.2,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.119792,60.2,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.15625,55.8,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.380208,49,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.364583,55.2,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.145833,72.5,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.838542,77,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.510417,87.5,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.776042,95.5,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.15625,114.5,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.630208,130.5,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.78125,112.5,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.416667,151,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.416667,154.5,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.270833,130.5,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.807292,143,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.296875,144.5,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.182292,159.5,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.973958,167,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.057292,153,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.213542,110.5,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.171875,156.5,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.317708,163,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.541667,175,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,5.213542,163,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,5.072917,109.2,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,5.036458,70.8,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,3.811111,53.4,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,2.471875,54,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,1.718403,60,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,1.229861,43.8,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,1.037847,56.4,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.719444,37.2,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.680556,37.8,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.507986,55.8,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.430208,51.6,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.420486,48,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.435069,51.6,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.357292,44.4,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.432639,45,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.330556,49.8,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.260069,45.6,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.311111,54.6,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.345139,49.2,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.247917,35.4,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.333333,64,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.458333,70.4,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),1.609375,160,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),1.567708,157.2,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),1.046875,118,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.84375,99.2,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.890625,102.4,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.697917,101.2,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.614583,108.4,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.817708,103.2,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.8125,120.4,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.755208,107.2,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.802083,104,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.932292,107.6,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.651042,116.4,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.572917,104.8,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.666667,103.6,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.817708,107.6,,,,,,,,,,,,,,,,,,,,,,,,,
