TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,0.089931,6,1000,10.45,6.59,500,-0.011661,1.387560656,57.12,2.233009709,0.165281,1.352658589,56.6,0.757575758,2.442705,2.564105495,28.9,0.741839763,2.619793,1.789885405,158.4,2.75,3.099234,4.293174879,1541.36,8.374384236
21,No stimuli,0.116667,6,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.13125,6,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.109375,6,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.106944,6,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.092361,6,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.106944,6.9,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.102083,6,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.097222,6,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.109375,6,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.109375,6,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.102083,6,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.097222,6,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.13125,9,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.133681,12,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.089931,9.3,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.104514,12,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.109375,12.3,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.111806,6,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.092361,6.3,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.140972,6,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.085069,6,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.094792,6,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.082639,6,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.082639,8.4,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.082639,6,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.102083,6.3,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.106944,6,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.092361,6,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.092361,7.8,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.0875,10.5,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.089931,6,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.102083,11.7,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.128819,11.1,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.092361,13.8,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.089931,6.6,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.099653,9.6,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.114236,6,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.102083,7.2,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.080208,10.2,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.106944,6.6,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.089931,9.9,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.109375,10.5,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.106944,6,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.099653,26.1,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.119097,7.2,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.104514,6,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.114236,9.3,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.116667,11.1,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.085069,8.4,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.121528,9.9,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.102083,6.9,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.102083,10.8,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.133681,10.8,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.106944,6.6,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.097222,8.1,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.136111,6.3,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.092361,10.5,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.119097,9.3,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.111806,9.3,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.109375,32,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.0875,15,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.177083,10,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.192708,10,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.177083,30,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.223958,10,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.270833,10,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.286458,10,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.270833,17,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.21875,12,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.255208,27.5,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.255208,17,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.213542,24.5,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.265625,13,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.244792,18.5,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.239583,10,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.291667,16,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.28125,10,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.239583,13,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.255208,15,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.270833,10,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.265625,16,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.28125,24,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.359375,16,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.333333,16,,,,,,,,,,,,,,,,,,,,,,,,
