TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No Stimuli,2.082986,6.2,NA,NA,NA,-23.7436176,1.768661237,375.44,11.24031008,2.413537,2.617553666,41.6,0.709876543,53.063544,19.19089483,-76.5,0.240174672,47.151039,2.231511311,496.7,4.146981627,31.7543104,21.33418962,415.7,25.24444444
21,No Stimuli,2.282292,5.9,,,,,,,,,,,,,,,,,,,,,,,
22,No Stimuli,2.158333,4.7,,,,,,,,,,,,,,,,,,,,,,,
23,No Stimuli,1.959028,10.5,,,,,,,,,,,,,,,,,,,,,,,
24,No Stimuli,2.031944,4.5,,,,,,,,,,,,,,,,,,,,,,,
25,No Stimuli,1.647917,4.1,,,,,,,,,,,,,,,,,,,,,,,
26,No Stimuli,1.604167,5.7,,,,,,,,,,,,,,,,,,,,,,,
27,No Stimuli,1.426736,5.4,,,,,,,,,,,,,,,,,,,,,,,
28,No Stimuli,1.387847,4.1,,,,,,,,,,,,,,,,,,,,,,,
29,No Stimuli,1.161806,6.5,,,,,,,,,,,,,,,,,,,,,,,
30,"Amino acid Mixure, 4 mM",1.424306,5.2,,,,,,,,,,,,,,,,,,,,,,,
31,"Amino acid Mixure, 4 mM",1.26875,5.1,,,,,,,,,,,,,,,,,,,,,,,
32,"Amino acid Mixure, 4 mM",1.392708,30.8,,,,,,,,,,,,,,,,,,,,,,,
33,"Amino acid Mixure, 4 mM",2.556944,58,,,,,,,,,,,,,,,,,,,,,,,
34,"Amino acid Mixure, 4 mM",2.469444,42.4,,,,,,,,,,,,,,,,,,,,,,,
35,"Amino acid Mixure, 4 mM",1.609028,22.4,,,,,,,,,,,,,,,,,,,,,,,
36,"Amino acid Mixure, 4 mM",1.426736,20.8,,,,,,,,,,,,,,,,,,,,,,,
37,"Amino acid Mixure, 4 mM",1.003819,14.4,,,,,,,,,,,,,,,,,,,,,,,
38,"Amino acid Mixure, 4 mM",0.911458,14,,,,,,,,,,,,,,,,,,,,,,,
39,"Amino acid Mixure, 4 mM",0.690278,15.6,,,,,,,,,,,,,,,,,,,,,,,
40,"Amino acid Mixure, 4 mM",0.717014,14.4,,,,,,,,,,,,,,,,,,,,,,,
41,"Amino acid Mixure, 4 mM",0.442361,15,,,,,,,,,,,,,,,,,,,,,,,
42,"Amino acid Mixure, 4 mM",0.512847,13.1,,,,,,,,,,,,,,,,,,,,,,,
43,"Amino acid Mixure, 4 mM",0.401042,14.2,,,,,,,,,,,,,,,,,,,,,,,
44,"Amino acid Mixure, 4 mM",0.430208,15.6,,,,,,,,,,,,,,,,,,,,,,,
45,"Amino acid Mixure, 4 mM",0.347569,17.9,,,,,,,,,,,,,,,,,,,,,,,
46,"Amino acid Mixure, 4 mM",0.357292,14,,,,,,,,,,,,,,,,,,,,,,,
47,"Amino acid Mixure, 4 mM",0.332986,20.2,,,,,,,,,,,,,,,,,,,,,,,
48,"Amino acid Mixure, 4 mM",0.318403,18.2,,,,,,,,,,,,,,,,,,,,,,,
49,"Amino acid Mixure, 4 mM",0.255208,18.4,,,,,,,,,,,,,,,,,,,,,,,
50,"Amino acid Mixure, 4 mM",0.277083,20.5,,,,,,,,,,,,,,,,,,,,,,,
51,"Amino acid Mixure, 4 mM",0.345139,10,,,,,,,,,,,,,,,,,,,,,,,
52,"Amino acid Mixure, 4 mM",0.245486,14.8,,,,,,,,,,,,,,,,,,,,,,,
53,"Amino acid Mixure, 4 mM",0.179861,13.6,,,,,,,,,,,,,,,,,,,,,,,
54,"Amino acid Mixure, 4 mM",0.206597,10.8,,,,,,,,,,,,,,,,,,,,,,,
55,"Amino acid Mixure, 4 mM",0.175,11.2,,,,,,,,,,,,,,,,,,,,,,,
56,"Amino acid Mixure, 4 mM",0.148264,10,,,,,,,,,,,,,,,,,,,,,,,
