TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,0.340278,8,1000,1.72,57.08,5300,-2.5195104,1.10307515,224.04,6.073059361,1.601736,2.940296179,32.2,0.56561086,5.548264,2.699999506,-54.4,0.538599641,10.859376,2.653240227,2269.6,10.65759637,5.5090972,6.404288648,208.8,7.733333333
21,No stimuli,0.320833,8,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.332986,10.4,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.301389,8,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.279514,14,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.298958,8,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.240625,10.8,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.267361,8,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.267361,9,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.269792,8,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.274653,10.8,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.2625,8,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.296528,14.8,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.289236,53.2,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.245486,47.2,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.199306,32,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.172569,21.6,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.177431,14.8,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.162847,12.4,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.148264,13.2,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.187153,14.8,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.172569,9.6,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.170139,8.8,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.165278,8.8,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.162847,8,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.209028,8,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.187153,8,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.177431,8,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.182292,8,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.226042,14.8,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.150694,9.2,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.170139,11.6,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.123958,19.6,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.170139,12,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.160417,19.2,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.155556,10.8,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.148264,14.8,,,,,,,,,,,,,,,,,,,,,,,,
