TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
20,No stimuli,0.06875,9.4,500,4.28,4.86,711,-0.3188896,0.295834,4.871524,10.193751,4.2359722,2.060374249,2.438515028,13.73908525,3.810083716,13.06633553,501.64,-134,-149.2,494.2,417.36,7.327044025,0.138696255,0.533333333,3.883495146,5.813953488
21,No stimuli,0.067361,4.8,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.060417,5.2,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.063889,7.8,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.053472,7.8,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.058333,6,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.054167,8,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.051389,6,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.050694,4,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.05,7.8,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.038889,14.8,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.04375,7.4,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.051389,16.6,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.108333,46.6,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.109028,33,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.108333,17.2,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.05625,14.6,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.046528,12.4,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.04375,14.4,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.031944,7.6,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.039583,14.4,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.033333,14.6,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.022917,17.8,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.030556,19.6,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.026389,20.8,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.044444,18.6,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.033333,19.8,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.027083,24.2,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.075,25.6,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.027083,23.2,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.032639,28,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.029861,22.6,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.025694,21.8,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.027083,25.8,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.025694,37.6,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.025,35.6,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.027778,29.4,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.047917,28.2,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.027083,28.2,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.031944,27.2,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.022917,31.2,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.025694,31.4,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.027083,5,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.032639,4,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.049306,4,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.079167,6.8,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.04375,14.8,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.064583,24,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.04375,17,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.040278,26.2,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.042361,22.2,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.039583,26.2,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.038889,26.8,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.043056,28.6,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.079167,26.2,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.0375,29.6,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.038889,29.2,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.039583,27.2,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.034028,36,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.060417,31.2,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.066667,26.4,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.033333,30.4,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.063889,23.8,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.109722,16,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.658333,24.2,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.352083,21.8,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.33125,23.8,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.275,20.8,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.247917,24.2,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.241667,25.4,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.21875,35.6,,,,,,,,,,,,,,,,,,,,,,,,
