TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.325,21,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.3375,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.35625,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.35833,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.40625,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.37083,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.39062,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.51562,25,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.39062,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.52604,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.0885,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.1354,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.0313,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.9375,26,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.94792,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.94271,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.97917,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.0729,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.98958,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.0052,29,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.3021,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.1719,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.2708,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.25,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.25,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.2865,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.349,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.3906,32,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.6406,42,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.7292,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.1927,50,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.651,61,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.6719,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.7083,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.1354,69,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.9115,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.0625,70,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.0885,70,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.9792,71,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.9375,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.151,74,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.1875,70,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.3177,74,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.125,78,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.1562,77,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,3.2812,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,3.7708,40,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,2.8333,40,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,1.8958,40,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,1.9274,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,1.5458,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,1.3003,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,1.1618,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,1.1035,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,1.033,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.9066,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.86042,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.76562,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.77049,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.69028,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.67569,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.58333,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.55417,21,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.65382,16,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.57118,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.58576,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.74861,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.96736,54,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),2.0729,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),1.8802,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),1.3906,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),1.3594,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),1.0781,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.97396,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.98437,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.94271,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),1.0156,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),1.1198,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),1.0781,56,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.97917,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),1.0729,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),1.0104,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),1.151,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),1.0781,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,
