TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
20,No stimuli,0.114236,2,1000,,,60,-0.065134,0.945484,8.286109,8.286109,5.937501,2.535891808,2.867638161,9.246569552,3.539822843,19.07146531,609.2,-40.8,-19.6,1359.3,1448.5,14.36363636,0.802650957,0.796324655,4.526916803,43.61904762,
21,No stimuli,0.111806,2,,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.136111,2,,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.119097,2,,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.109375,2,,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.106944,2,,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.119097,2,,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.099653,2,,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.102083,2,,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.080208,3,,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.106944,2,,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.077778,4,,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.138542,18.6,,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.257639,20.4,,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.252778,25,,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.201736,23.8,,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.157986,19.4,,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.123958,23.2,,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.085069,24.4,,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.080208,29,,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.097222,23.6,,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.085069,20.8,,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.085069,18.6,,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.072917,17.4,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.075347,25.6,,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.082639,20,,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.080208,21.6,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.094792,23.4,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.0875,16.8,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.082639,22.4,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.070486,25.2,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.072917,22.6,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.070486,24,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.075347,24.8,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.075347,23.8,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.063194,21.2,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.048611,31.6,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.077778,27,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.065625,28.6,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.060764,29.4,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.077778,19.2,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.075347,21.8,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.048611,24.4,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.104514,22.6,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.189583,26.2,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.187153,26.2,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.184722,24,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.121528,26.2,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.102083,23.6,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.102083,24.8,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.116667,27.2,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.102083,29.4,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.114236,22.4,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.099653,25.4,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.092361,23,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.094792,24.6,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.111806,27.2,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.094792,28.8,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.119097,22,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.104514,30.2,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.102083,22.4,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.092361,23.8,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.130208,25.4,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.239583,21.8,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.984375,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.890625,24.6,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.588542,25.4,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.484375,26.2,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.442708,28.8,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.447917,27.8,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.510417,24.4,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.494792,23.6,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.463542,23.2,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.520833,26,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.598958,27,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.583333,29.4,,,,,,,,,,,,,,,,,,,,,,,,,
