TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.116667,27.8,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.133681,27,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.116667,28.6,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.111806,28.2,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.119097,27.4,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.21875,29,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.15625,30.2,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.177083,34.6,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.151042,32.8,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.192708,34.2,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.390625,32.4,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.640625,32.4,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.828125,38.2,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.59375,35.2,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.4375,34.4,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.401042,37.2,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.442708,45.6,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.46875,35.8,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.416667,41,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.484375,35.8,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.447917,40.8,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.53125,39.4,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.520833,42.8,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.520833,40.2,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.572917,46.4,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.46875,39,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.4375,46.5,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.53125,41,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.598958,52.5,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.932292,42,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.916667,36,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.46875,49,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.307292,47,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.40625,55,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.40625,56.5,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.229167,57.5,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.083333,58,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.333333,63,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.135417,69.5,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.197917,63,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.177083,57,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.125,75,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.0625,76,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.130208,62.5,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,2.083333,58.5,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,1.911458,34.4,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,1.911458,39.2,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,1.844792,39.3,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,1.623611,28,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,1.686806,20.5,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,1.062153,17.4,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.670833,19.9,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.520139,21.2,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.342708,21.6,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.240625,29.2,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.182292,36.5,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.155556,32.1,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.170139,29.2,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.153125,32.3,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.136111,30.5,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.136111,30.7,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.126389,28.6,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.13125,29,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.119097,26.7,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.119097,35.6,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.192708,37.2,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.151042,32.8,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.151042,32,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.28125,47.2,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.494792,52.4,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.34375,47.2,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.28125,44.4,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.333333,34.8,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.244792,28.8,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.229167,29.2,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.265625,36.4,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.208333,26.8,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.28125,29.2,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.223958,33.2,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.239583,24.8,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.182292,27.2,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.244792,35.2,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.296875,25.6,,,,,,,,,,,,,,,,,,,,,,,,
