TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
38,"Amino acid Mixure, 4 mM",0.294097,98,,,,,,,,,,,,,,,,,,,,,,,
39,"Amino acid Mixure, 4 mM",0.311111,98.4,,,,,,,,,,,,,,,,,,,,,,,
40,"Amino acid Mixure, 4 mM",0.284375,86,,,,,,,,,,,,,,,,,,,,,,,
41,"Amino acid Mixure, 4 mM",0.313542,80,,,,,,,,,,,,,,,,,,,,,,,
42,"Amino acid Mixure, 4 mM",0.330556,88,,,,,,,,,,,,,,,,,,,,,,,
43,"Amino acid Mixure, 4 mM",0.332986,96.4,,,,,,,,,,,,,,,,,,,,,,,
44,"Amino acid Mixure, 4 mM",0.320833,86.4,,,,,,,,,,,,,,,,,,,,,,,
45,"Amino acid Mixure, 4 mM",0.335417,86.8,,,,,,,,,,,,,,,,,,,,,,,
46,"Amino acid Mixure, 4 mM",0.320833,94.8,,,,,,,,,,,,,,,,,,,,,,,
47,"Amino acid Mixure, 4 mM",0.354861,97.2,,,,,,,,,,,,,,,,,,,,,,,
48,"Amino acid Mixure, 4 mM",0.323264,94.4,,,,,,,,,,,,,,,,,,,,,,,
49,"Amino acid Mixure, 4 mM",0.311111,95.6,,,,,,,,,,,,,,,,,,,,,,,
50,"Amino acid Mixure, 4 mM",0.311111,91.2,,,,,,,,,,,,,,,,,,,,,,,
51,"Amino acid Mixure, 4 mM",0.289236,92.4,,,,,,,,,,,,,,,,,,,,,,,
52,"Amino acid Mixure, 4 mM",0.296528,104.4,,,,,,,,,,,,,,,,,,,,,,,
53,"Amino acid Mixure, 4 mM",0.298958,125.6,,,,,,,,,,,,,,,,,,,,,,,
54,"Amino acid Mixure, 4 mM",0.318403,100,,,,,,,,,,,,,,,,,,,,,,,
55,"Amino acid Mixure, 4 mM",0.296528,98,,,,,,,,,,,,,,,,,,,,,,,
56,"Amino acid Mixure, 4 mM",0.279514,104.4,,,,,,,,,,,,,,,,,,,,,,,
57,"Amino acid Mixure, 4 mM",0.264931,97.2,,,,,,,,,,,,,,,,,,,,,,,
58,"Amino acid Mixure, 4 mM",0.264931,100.4,,,,,,,,,,,,,,,,,,,,,,,
59,"Amino acid Mixure, 4 mM",0.252778,113.2,,,,,,,,,,,,,,,,,,,,,,,
60,"Amino acid Mixure, 4 mM",0.247917,95.2,,,,,,,,,,,,,,,,,,,,,,,
61,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.221181,118.4,,,,,,,,,,,,,,,,,,,,,,,
62,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.252778,101.6,,,,,,,,,,,,,,,,,,,,,,,
63,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.335417,83.6,,,,,,,,,,,,,,,,,,,,,,,
64,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.573611,95.2,,,,,,,,,,,,,,,,,,,,,,,
65,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.610069,97.2,,,,,,,,,,,,,,,,,,,,,,,
66,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.639236,105.2,,,,,,,,,,,,,,,,,,,,,,,
67,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.593056,107.2,,,,,,,,,,,,,,,,,,,,,,,
68,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.631944,97.2,,,,,,,,,,,,,,,,,,,,,,,
69,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.631944,113.6,,,,,,,,,,,,,,,,,,,,,,,
70,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.734028,102.8,,,,,,,,,,,,,,,,,,,,,,,
71,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.717014,124,,,,,,,,,,,,,,,,,,,,,,,
72,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.763194,98.4,,,,,,,,,,,,,,,,,,,,,,,
73,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.648958,86,,,,,,,,,,,,,,,,,,,,,,,
74,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.585764,96.4,,,,,,,,,,,,,,,,,,,,,,,
75,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.578472,104,,,,,,,,,,,,,,,,,,,,,,,
76,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.486111,100,,,,,,,,,,,,,,,,,,,,,,,
77,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.532292,104.8,,,,,,,,,,,,,,,,,,,,,,,
78,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.478819,117.2,,,,,,,,,,,,,,,,,,,,,,,
79,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.495833,125.2,,,,,,,,,,,,,,,,,,,,,,,
80,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.48125,69,,,,,,,,,,,,,,,,,,,,,,,
81,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.454514,124.8,,,,,,,,,,,,,,,,,,,,,,,
82,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.442708,97.8,,,,,,,,,,,,,,,,,,,,,,,
83,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.880208,92.4,,,,,,,,,,,,,,,,,,,,,,,
84,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",3.692708,70.8,,,,,,,,,,,,,,,,,,,,,,,
85,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",4.875,66,,,,,,,,,,,,,,,,,,,,,,,
86,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",3.604167,70.8,,,,,,,,,,,,,,,,,,,,,,,
87,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.609375,84,,,,,,,,,,,,,,,,,,,,,,,
88,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.083333,81,,,,,,,,,,,,,,,,,,,,,,,
89,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.776042,102.6,,,,,,,,,,,,,,,,,,,,,,,
90,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.8125,102.6,,,,,,,,,,,,,,,,,,,,,,,
91,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.635417,88.2,,,,,,,,,,,,,,,,,,,,,,,
92,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.791667,82.2,,,,,,,,,,,,,,,,,,,,,,,
93,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.848958,97.2,,,,,,,,,,,,,,,,,,,,,,,
94,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.828125,79.8,,,,,,,,,,,,,,,,,,,,,,,
95,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.984375,82.8,,,,,,,,,,,,,,,,,,,,,,,
96,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.979167,86.4,,,,,,,,,,,,,,,,,,,,,,,
97,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2,87,,,,,,,,,,,,,,,,,,,,,,,
98,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.822917,84.6,,,,,,,,,,,,,,,,,,,,,,,
99,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.984375,90.6,,,,,,,,,,,,,,,,,,,,,,,
100,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.197917,80.4,,,,,,,,,,,,,,,,,,,,,,,
101,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.005208,80.8,,,,,,,,,,,,,,,,,,,,,,,
102,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.854167,84,,,,,,,,,,,,,,,,,,,,,,,
103,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.546875,104.8,,,,,,,,,,,,,,,,,,,,,,,
104,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.338542,108.8,,,,,,,,,,,,,,,,,,,,,,,
105,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.260417,104.8,,,,,,,,,,,,,,,,,,,,,,,
106,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.630208,180.8,,,,,,,,,,,,,,,,,,,,,,,
107,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.84375,176,,,,,,,,,,,,,,,,,,,,,,,
108,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.760417,218.4,,,,,,,,,,,,,,,,,,,,,,,
109,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.614583,222.4,,,,,,,,,,,,,,,,,,,,,,,
110,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.46875,256,,,,,,,,,,,,,,,,,,,,,,,
111,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.458333,221.6,,,,,,,,,,,,,,,,,,,,,,,
112,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.380208,205.6,,,,,,,,,,,,,,,,,,,,,,,
113,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.802083,254.4,,,,,,,,,,,,,,,,,,,,,,,
114,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.479167,239.2,,,,,,,,,,,,,,,,,,,,,,,
115,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.979167,259.2,,,,,,,,,,,,,,,,,,,,,,,
116,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.505208,272,,,,,,,,,,,,,,,,,,,,,,,
117,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.552083,229.6,,,,,,,,,,,,,,,,,,,,,,,
118,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.645833,247.2,,,,,,,,,,,,,,,,,,,,,,,
119,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.755208,246.4,,,,,,,,,,,,,,,,,,,,,,,
120,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.015625,261.6,,,,,,,,,,,,,,,,,,,,,,,
121,No Stimuli,4.197917,254.4,,,,,,,,,,,,,,,,,,,,,,,
122,No Stimuli,3.723958,232.8,,,,,,,,,,,,,,,,,,,,,,,
123,No Stimuli,3.84375,154.4,,,,,,,,,,,,,,,,,,,,,,,
124,No Stimuli,3.952083,126.4,,,,,,,,,,,,,,,,,,,,,,,
125,No Stimuli,3.366319,77.4,,,,,,,,,,,,,,,,,,,,,,,
126,No Stimuli,2.481597,74.4,,,,,,,,,,,,,,,,,,,,,,,
127,No Stimuli,1.759722,66,,,,,,,,,,,,,,,,,,,,,,,
128,No Stimuli,1.234722,57,,,,,,,,,,,,,,,,,,,,,,,
129,No Stimuli,0.909028,79.8,,,,,,,,,,,,,,,,,,,,,,,
130,No Stimuli,0.797222,61.8,,,,,,,,,,,,,,,,,,,,,,,
131,No Stimuli,0.707292,53.4,,,,,,,,,,,,,,,,,,,,,,,
132,No Stimuli,0.602778,37.2,,,,,,,,,,,,,,,,,,,,,,,
133,No Stimuli,0.554167,76.2,,,,,,,,,,,,,,,,,,,,,,,
134,No Stimuli,0.522569,56.4,,,,,,,,,,,,,,,,,,,,,,,
135,No Stimuli,0.483681,52.8,,,,,,,,,,,,,,,,,,,,,,,
136,No Stimuli,0.476389,45,,,,,,,,,,,,,,,,,,,,,,,
137,No Stimuli,0.473958,61.8,,,,,,,,,,,,,,,,,,,,,,,
138,No Stimuli,0.410764,52.2,,,,,,,,,,,,,,,,,,,,,,,
139,No Stimuli,0.369444,58.2,,,,,,,,,,,,,,,,,,,,,,,
140,No Stimuli,0.347569,63,,,,,,,,,,,,,,,,,,,,,,,
141,"KCl, 30 mM",0.894444,132.6,,,,,,,,,,,,,,,,,,,,,,,
142,"KCl, 30 mM",5.760417,320,,,,,,,,,,,,,,,,,,,,,,,
143,"KCl, 30 mM",5.911458,320,,,,,,,,,,,,,,,,,,,,,,,
144,"KCl, 30 mM",3.125,244,,,,,,,,,,,,,,,,,,,,,,,
145,"KCl, 30 mM",2.5625,202.8,,,,,,,,,,,,,,,,,,,,,,,
146,"KCl, 30 mM",2.078125,142.2,,,,,,,,,,,,,,,,,,,,,,,
147,"KCl, 30 mM",2.041667,149.4,,,,,,,,,,,,,,,,,,,,,,,
148,"KCl, 30 mM",1.723958,135.6,,,,,,,,,,,,,,,,,,,,,,,
149,"KCl, 30 mM",1.916667,126.6,,,,,,,,,,,,,,,,,,,,,,,
150,"KCl, 30 mM",1.90625,154.2,,,,,,,,,,,,,,,,,,,,,,,
151,"KCl, 30 mM",1.75,126,,,,,,,,,,,,,,,,,,,,,,,
152,"KCl, 30 mM",1.796875,124.2,,,,,,,,,,,,,,,,,,,,,,,
153,"KCl, 30 mM",1.760417,139.8,,,,,,,,,,,,,,,,,,,,,,,
154,"KCl, 30 mM",1.546875,157.8,,,,,,,,,,,,,,,,,,,,,,,
155,"KCl, 30 mM",1.786458,175.8,,,,,,,,,,,,,,,,,,,,,,,
156,"KCl, 30 mM",1.453125,151.8,,,,,,,,,,,,,,,,,,,,,,,
157,"KCl, 30 mM",1.395833,158.4,,,,,,,,,,,,,,,,,,,,,,,
158,"KCl, 30 mM",1.244792,140.4,,,,,,,,,,,,,,,,,,,,,,,
159,"KCl, 30 mM",1.296875,184.8,,,,,,,,,,,,,,,,,,,,,,,
