TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,1.711111,42.4,1000,3.55,23.7,1125,0.2921534,1.550399746,129.76,1.510721248,-0.857988,1.400915865,29.1,0.176366843,31.176737,4.318198584,-74.9,0.566004876,65.291667,2.744706423,811.2,2.608695652,32.640765,11.92722598,204.2,2.307246377
21,No stimuli,1.626042,40.8,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,1.983333,40.8,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,1.888542,40,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,1.910417,37.6,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,1.723264,42.8,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,1.424306,39.6,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,1.540972,38.8,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,1.681944,41.6,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,1.538542,42.4,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),1.385417,36,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),1.336806,56.4,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),1.776736,51.6,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),2.452431,62,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),2.279861,55.2,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),2.292014,41.2,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),2.182639,38.8,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),1.864236,47.6,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),1.937153,38.8,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),1.75,33.6,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),1.946875,41.2,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),2.092708,41.6,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),1.805903,40,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),1.652778,37.6,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),1.565278,36.8,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),1.545833,42,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),1.553125,50.4,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),1.414583,40,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),1.725694,36.4,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),1.482639,44.4,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),1.3125,43.2,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),1.188542,60.8,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),1.276042,48.8,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),1.183681,44.8,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),1.3125,50.4,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),1.173958,55.6,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),1.096181,45.2,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),1.276042,45.2,,,,,,,,,,,,,,,,,,,,,,,,
