TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,0.160417,2,1000,7.71,22.9,2920,1.9624266,3.757861452,214.14,5.244755245,5.14306,3.469138762,-42.5,0.144092219,11.017706,4.229643536,-120,0.500625782,24.177083,2.721712538,626,7.695652174,15.9357002,19.61639417,730.12,17.5
21,No stimuli,0.170139,2,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.162847,3,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.162847,2,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.175,2.9,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.162847,2,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.153125,2,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.140972,2.3,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.155556,5.4,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.160417,2.6,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.182292,2,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.165278,2,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.199306,5.7,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.580903,14.1,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.488542,11.8,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.318403,9.2,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.233333,8.1,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.223611,6.9,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.201736,7.6,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.177431,6,,,,,,,,,,,,,,,,,,,,,,,,
