TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
20,No stimuli,0.2,11.6,1000,3,13.89,56.652,0.8187476,-0.831247,4.834379,4.387494,3.555833,1.659092124,1.142240443,4.062507095,1.841046018,3.794284058,336.62,-375.6,-9.4,127.5,215.36,3.244680851,0.151515152,0.787401575,4.404761905,6.805555556,
21,No stimuli,0.170833,11,,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.222917,11.4,,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.18125,8.5,,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.285417,10.8,,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.204167,10.3,,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.16875,11.6,,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.185417,11.7,,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.195833,11.2,,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.1625,11.6,,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.204167,10.5,,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.18125,11.8,,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.1625,32,,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.227083,36.6,,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.304167,26.2,,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.275,20.4,,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.241667,15.8,,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.254167,16.8,,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.210417,18.2,,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.222917,17,,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.220833,15.2,,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.195833,19.2,,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.214583,19.8,,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.225,19.6,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.19375,19.6,,,,,,,,,,,,,,,,,,,,,,,,,
