TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
47,Amino acid mixture (4 mM),0.4125,165,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.41458,100,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.44375,115,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.42708,105,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.40833,92.5,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.38125,122.5,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.3625,95,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.33958,107.5,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.34583,127.5,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.32917,125,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.33125,135,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.34792,165,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.30833,117.5,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.28125,127.5,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.3125,97.5,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.28125,132.5,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.24792,145,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.28542,160,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.31042,160,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.36875,120,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.34167,167.5,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.38333,172.5,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.39375,145,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.3875,142.5,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.38958,142.5,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.4,127.5,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.39583,130,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.4375,132.5,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.37292,142.5,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.38542,155,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.38958,177.5,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.35,137.5,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.36458,155,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.34375,140,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.33542,132.5,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.39062,190,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.35937,157.5,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.56771,180,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.99479,132.5,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.776,87.5,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.7969,72.5,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.7135,122.5,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.4688,171.5,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.1667,129.5,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.1927,126,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.125,154,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.1302,182,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.3021,150.5,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.2292,140,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.0833,143.5,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.0833,119,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.1927,203,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.1667,168,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.0677,122.5,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.2813,119,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.2344,157.5,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.224,135,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.8906,155,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.599,160,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.8229,190,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.1458,245,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.4844,237.5,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.7344,307.5,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.5521,345,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.0937,375,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.6719,427.5,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.1042,462.5,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.0833,482.5,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.6875,555,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.4219,590,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.901,745.5,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.4948,745.5,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.5469,784,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.417,724.5,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,8.0521,815.5,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,10.417,882,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,10.24,833,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,4.8611,525,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,4.8611,479.5,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,4.849,399,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,2.9313,409.5,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,2.2872,357,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,1.9858,360.5,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,1.733,283.5,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,1.5823,301,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,1.4365,276.5,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,1.3198,245,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,1.3417,248.5,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,1.0184,255.5,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,1.1351,185.5,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,1.0451,210,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,1.1181,192.5,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,1.0767,192.5,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.95035,196,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.89201,248.5,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.74375,231,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),1.9785,318.5,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),4.1667,679,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),3.375,423.5,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),3.099,322,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),2.8177,248.5,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),2.7135,322,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),2.4062,490,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),2.5729,367.5,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),2.4062,357,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),2.4427,472.5,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),2.0104,434,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),2.0625,462,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),2.0573,504,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),1.9427,479.5,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),1.75,441,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),2.0625,465.5,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),1.8646,378,,,,,,,,,,,,,,,,,,,,,,,,
