TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
43,Amino acid mixture (4 mM),0.597917,31.6,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.452083,36,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.512847,34,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.454514,41.8,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.466667,38.6,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.430208,36.2,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.430208,36.2,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.342708,39,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.413194,37.4,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.398611,45.2,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.289236,46,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.364583,44.6,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.413194,42.2,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.289236,48,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.277083,45.2,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.294097,52,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.313542,49.2,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.313542,46,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.247917,45,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.303819,43.4,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.376736,42.8,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.950347,45.4,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.972222,48,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.819097,45.4,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.617361,41.2,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.364583,47.8,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.427778,47.2,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.469097,50.6,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.527431,48.4,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.670833,44.6,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.561458,46.4,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.512847,48.8,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.7,49,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.522569,56.6,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.797222,74.6,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.600347,56.4,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.639236,47.6,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.427778,54.6,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.405903,55.4,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.5625,48.6,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.296875,40.4,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),5.010417,40.4,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),6.276042,44.2,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.46875,47.4,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.536458,55.6,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.208333,55.6,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.041667,51,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.973958,45.8,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.317708,41.6,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.567708,40.4,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.302083,46.8,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.661458,47,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.921875,40.6,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.90625,39.8,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.375,39.4,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.411458,43.2,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.208333,44.8,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.307292,43.8,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.333333,43.2,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.109375,53.5,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.604167,67.5,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.760417,90.5,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.427083,111.5,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.036458,119.5,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.260417,119,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.640625,133.5,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.65625,129,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.276042,146.5,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.96875,150,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.140625,160,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.119792,148,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.291667,132,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.302083,145.5,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.864583,134,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.296875,134,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.411458,200,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.09375,155,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),9.177083,141.5,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,7.463542,140.5,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,6.208333,40,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,5.979167,40,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,4.861111,31.2,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,4.282639,22.2,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,3.28125,19.6,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,2.007639,19.8,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,1.244444,21.4,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.799653,22.4,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.607639,24.7,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.644097,23.7,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.447222,21.9,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.415625,22,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.330556,22.7,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.284375,23.5,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.277083,24.1,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.250347,23,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.264931,21.4,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.172569,21.1,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.175,22.9,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.155556,31.2,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.203125,38,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.260417,45.2,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),5.255208,114,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),5.270833,98.4,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),2.984375,74.8,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),1.901042,62,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),1.46875,60,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),1.369792,54.8,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),1.338542,52.8,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),1.192708,53.2,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.895833,54,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),1.046875,52.8,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.916667,57.6,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.833333,55.6,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.90625,43.2,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.755208,43.6,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.708333,48.8,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.770833,49.6,,,,,,,,,,,,,,,,,,,,,,,,
