TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
20,No stimuli,0.532292,11.4,1000,5.48,21.4,640,-0.7753516,0.12882,15.312851,43.489583,4.3931252,2.289653623,1.317568382,-2.511802,3.697788698,7.588020084,337.24,71.4,-44.8,647.6,438.8,2.641509434,0.961538462,0.804150454,3.036512668,3.815789474
21,No stimuli,0.614931,12.4,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.495833,13,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.398611,12.5,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.473958,13.5,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.35,12.8,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.384028,11.8,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.381597,11.4,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.337847,11.5,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.308681,10.8,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.298958,12.9,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.274653,12.2,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.320833,15.2,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.257639,16,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.235764,12.4,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.534722,16.6,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.806944,18.8,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.673264,18,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.697569,22.8,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.556597,18.4,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.476389,27.8,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.410764,24.8,,,,,,,,,,,,,,,,,, ,,,,,,
42,Amino acid mixture (4 mM),0.325694,25.2,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.311111,23.6,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.315972,23.6,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.269792,27,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.279514,23,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.267361,22,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.264931,26.2,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.211458,23.8,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.213889,26.2,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.233333,30.8,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.196875,24.8,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.216319,24.8,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.216319,22.8,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.204167,29,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.252778,28,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.240625,27.4,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.223611,25.2,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.194444,23.8,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.167708,25.6,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.223611,31.4,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.245486,28.4,,,,,,,,,,,,,,,,,,,,,,,,
