TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
20,No stimuli,0.072615,6.48,1000,8.11,2.84,201,0.9156622,0.286888,9.346643,9.33535,18.18158,2.575196525,1.422820081,13.13482492,2.533821138,17.07880343,248.952,2.88,-13.08,523.26,477.624,4.245689655,0.868794326,0.745614035,4.569128788,6.850393701
21,No stimuli,0.076187,6.36,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.088091,6,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.066663,6.48,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.074996,5.4,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.078567,6.96,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.066663,4.68,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.070235,3.96,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.073806,6.96,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.066663,5.28,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.072615,5.28,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.074996,5.76,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.08571,11.28,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.18332,23.28,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.17856,23.64,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.14404,18.6,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.12618,16.8,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.1238,14.52,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.090472,12.24,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.098805,11.76,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.0869,11.64,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.10595,12.72,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.090472,11.52,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.079758,12.36,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.08452,12.48,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.077377,14.04,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.08452,13.32,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.089281,12,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.11428,14.16,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.12737,12.96,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.10119,13.68,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.098805,14.04,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.076187,15,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.083329,14.28,,,,,,,,,,,,,,,,,,,,,,,,
