TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
104,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.96875,,,,,,,,,,,,,,,,,,,,,,,,
105,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",5.901042,,,,,,,,,,,,,,,,,,,,,,,,
106,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",6.776042,,,,,,,,,,,,,,,,,,,,,,,,
107,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.317708,,,,,,,,,,,,,,,,,,,,,,,,
108,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.083333,,,,,,,,,,,,,,,,,,,,,,,,
109,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.708333,,,,,,,,,,,,,,,,,,,,,,,,
110,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",8.458333,,,,,,,,,,,,,,,,,,,,,,,,
111,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.125,,,,,,,,,,,,,,,,,,,,,,,,
112,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.182292,,,,,,,,,,,,,,,,,,,,,,,,
113,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.869792,,,,,,,,,,,,,,,,,,,,,,,,
114,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.5,,,,,,,,,,,,,,,,,,,,,,,,
115,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",8.291667,,,,,,,,,,,,,,,,,,,,,,,,
116,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.505208,,,,,,,,,,,,,,,,,,,,,,,,
117,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.302083,,,,,,,,,,,,,,,,,,,,,,,,
118,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.145833,,,,,,,,,,,,,,,,,,,,,,,,
119,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",7.557292,,,,,,,,,,,,,,,,,,,,,,,,
120,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",8.161458,,,,,,,,,,,,,,,,,,,,,,,,
121,No Stimuli,7.34375,,,,,,,,,,,,,,,,,,,,,,,,
122,No Stimuli,7.223958,,,,,,,,,,,,,,,,,,,,,,,,
123,No Stimuli,7.869792,,,,,,,,,,,,,,,,,,,,,,,,
124,No Stimuli,4.861111,,,,,,,,,,,,,,,,,,,,,,,,
125,No Stimuli,4.861111,,,,,,,,,,,,,,,,,,,,,,,,
126,No Stimuli,4.861111,,,,,,,,,,,,,,,,,,,,,,,,
127,No Stimuli,4.861111,,,,,,,,,,,,,,,,,,,,,,,,
128,No Stimuli,4.007986,,,,,,,,,,,,,,,,,,,,,,,,
129,No Stimuli,2.892361,,,,,,,,,,,,,,,,,,,,,,,,
130,No Stimuli,2.121875,,,,,,,,,,,,,,,,,,,,,,,,
131,No Stimuli,1.613889,,,,,,,,,,,,,,,,,,,,,,,,
132,No Stimuli,1.348958,,,,,,,,,,,,,,,,,,,,,,,,
133,No Stimuli,1.047569,,,,,,,,,,,,,,,,,,,,,,,,
134,No Stimuli,0.845833,,,,,,,,,,,,,,,,,,,,,,,,
135,No Stimuli,0.765625,,,,,,,,,,,,,,,,,,,,,,,,
136,No Stimuli,0.680556,,,,,,,,,,,,,,,,,,,,,,,,
137,No Stimuli,0.590625,,,,,,,,,,,,,,,,,,,,,,,,
138,No Stimuli,0.532292,,,,,,,,,,,,,,,,,,,,,,,,
139,No Stimuli,0.473958,,,,,,,,,,,,,,,,,,,,,,,,
140,No Stimuli,0.563889,,,,,,,,,,,,,,,,,,,,,,,,
141,"KCl, 30 mM",0.542014,,,,,,,,,,,,,,,,,,,,,,,,
142,"KCl, 30 mM",6.651042,,,,,,,,,,,,,,,,,,,,,,,,
143,"KCl, 30 mM",9.255208,,,,,,,,,,,,,,,,,,,,,,,,
144,"KCl, 30 mM",6.34375,,,,,,,,,,,,,,,,,,,,,,,,
145,"KCl, 30 mM",4.765625,,,,,,,,,,,,,,,,,,,,,,,,
146,"KCl, 30 mM",4.442708,,,,,,,,,,,,,,,,,,,,,,,,
147,"KCl, 30 mM",4.083333,,,,,,,,,,,,,,,,,,,,,,,,
148,"KCl, 30 mM",3.828125,,,,,,,,,,,,,,,,,,,,,,,,
149,"KCl, 30 mM",3.203125,,,,,,,,,,,,,,,,,,,,,,,,
150,"KCl, 30 mM",3.041667,,,,,,,,,,,,,,,,,,,,,,,,
151,"KCl, 30 mM",3.114583,,,,,,,,,,,,,,,,,,,,,,,,
152,"KCl, 30 mM",2.979167,,,,,,,,,,,,,,,,,,,,,,,,
153,"KCl, 30 mM",3.421875,,,,,,,,,,,,,,,,,,,,,,,,
154,"KCl, 30 mM",3.541667,,,,,,,,,,,,,,,,,,,,,,,,
155,"KCl, 30 mM",3.213542,,,,,,,,,,,,,,,,,,,,,,,,
156,"KCl, 30 mM",2.979167,,,,,,,,,,,,,,,,,,,,,,,,
157,"KCl, 30 mM",2.895833,,,,,,,,,,,,,,,,,,,,,,,,
158,"KCl, 30 mM",2.635417,,,,,,,,,,,,,,,,,,,,,,,,
159,"KCl, 30 mM",2.458333,,,,,,,,,,,,,,,,,,,,,,,,
