TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.320833,25.2,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.357292,25.6,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.466667,32.8,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.238194,32.4,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.226042,13.8,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.25,18,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.375,12.6,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.130208,13.8,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.40625,11.3,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.526042,12.6,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.770833,15.6,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.3125,19.2,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.130208,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.15625,24.6,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.46875,18,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.203125,16.3,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.130208,17.9,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.109375,12.9,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.171875,12.8,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.21875,16.2,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.651042,13.7,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.7,17.8,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.557292,16,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.421875,20.4,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.6,23,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.557292,34,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.427083,52,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.171875,23,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.572917,37,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.265625,24,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.473958,41,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.942708,69,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.911458,59,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.833333,73,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.78125,61,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.619792,51,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.34375,62,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.755208,62,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.161458,59,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.322917,57,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.40625,58,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.453125,60,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.369792,82,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.520833,62,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,4.395833,84,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,4.572917,46,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,3.395833,26,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,1.725694,25,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,1.135069,26.4,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.546875,13.5,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.719444,13.2,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.580903,12,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.447222,13,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.264931,9.8,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.21875,14.9,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.187153,12.2,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.206597,10.8,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.250347,11.9,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.39375,13.8,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.194444,13.7,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.201736,15,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.221181,14.3,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.213889,7,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.325694,23.4,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.658681,20.4,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),1.947917,196,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),1.96875,151,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.864583,90,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.598958,49.8,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.5625,55.2,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.53125,40.8,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.401042,60,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.421875,56.4,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.427083,57.6,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.703125,49.8,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.510417,46.2,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.661458,47.4,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.40625,54,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.864583,54,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.296875,57.6,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.713542,57.6,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.411458,69.6,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.421875,80.4,,,,,,,,,,,,,,,,,,,,,,,,,
