TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.057292,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.046875,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.059028,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.059028,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.095486,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.305556,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.786806,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.695139,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.450694,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.317014,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.275,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.313194,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.431597,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.48125,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.328472,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.370486,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.252083,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.378125,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.4125,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.458333,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.515625,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.427778,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.351389,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.339931,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.454514,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.492708,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.931944,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.271875,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.359722,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.401736,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.585069,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.44375,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.543056,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.508681,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.317708,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.478125,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.355903,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.367361,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.535417,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.554514,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.428472,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.004514,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.436111,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,1.428472,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,1.585069,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,0.970139,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,0.604167,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,0.444444,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.321181,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.282986,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.234375,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.130208,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.086806,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.144097,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.059028,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.071181,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.046875,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.078125,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.034722,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.043403,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.039931,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.057292,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.034722,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.034722,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.141319,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.477431,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.20625,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.126042,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.122222,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.244444,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.133681,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.087847,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.126042,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.122222,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.141319,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.114583,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.126042,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.099306,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.099306,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.118403,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.20625,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.183333,,,,,,,,,,,,,,,,,,,,,,,,,
