TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),,
43,Amino acid mixture (4 mM),0.505556,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.473958,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.471528,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.418056,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.354861,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.303819,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.281944,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.308681,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.311111,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.286806,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.286806,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.277083,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.289236,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.230903,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.296528,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.2625,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.279514,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.221181,43,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.243056,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.233333,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.230903,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.226042,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.226042,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.238194,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.240625,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.255208,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.250347,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.177431,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.243056,42,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.204167,43,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.194444,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.196875,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.221181,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.211458,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.172569,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.162847,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.196875,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.167708,47,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.221181,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.229167,45,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.182292,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.291667,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.213542,42,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.229167,40,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.255208,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.416667,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.838542,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.489583,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.083333,32,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.171875,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.302083,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.322917,42,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.166667,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.1875,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.161458,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.1875,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.078125,41,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.026042,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.104167,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.932292,46,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.833333,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.875,42,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.567708,34,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.453125,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.328125,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.109375,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.755208,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.90625,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.953125,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.463542,66,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.567708,70,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.364583,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.822917,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.473958,74,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),7.270833,73,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.34375,77,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),8.869792,70,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),10.375,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,9.114583,66,,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,9.802083,40,,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,5.734375,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,4.861111,40,,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,4.861111,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,4.861111,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,4.357986,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,3.867014,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,1.888542,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,1.375694,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,1.003819,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.746181,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.544444,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.471528,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.476389,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.367014,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.296528,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.252778,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.213889,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.21875,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.260069,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.276042,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.229167,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.223958,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.739583,38,,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),2.755208,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),2.354167,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),1.395833,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),1.010417,50,,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.661458,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.697917,46,,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.526042,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.46875,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.494792,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.427083,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.385417,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.369792,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.34375,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.333333,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,
