TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
20,No stimuli,2.360069,8,1000,3.45,85.3,2580,-14.0704828,5.344795,86.811464,77.763897,52.5063738,2.785515399,2.831589608,15.31706911,2.222222642,15.69416061,626,38,-206,1087.2,964.4,7.681818182,0.73964497,0.421348315,5.37254902,9.942857143
21,No stimuli,2.243403,8,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,2.396528,8,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,2.192361,8,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,2.14375,8,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,1.873958,8,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,1.961458,8,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,1.26875,8,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,1.803472,12,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,1.818056,8,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),1.660069,13.2,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),1.599306,8,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),2.576389,16.4,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),4.861111,46.4,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),3.677431,67.6,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),2.649306,52.4,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),1.667361,36.8,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),1.358681,36.4,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),1.300347,34.8,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),1.113194,29.2,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),1.071875,32,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),1.144792,24.4,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),1.195833,25.6,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),1.302778,27.2,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),1.195833,24.8,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),1.207986,26.8,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.943056,28.4,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.943056,28.8,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.889583,30.8,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.840972,21.6,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.702431,20.4,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.714583,22,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.717014,27.2,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.646528,26,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.695139,28,,,,,,,,,,,,,,,,,,,,,,,,
