TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
88,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.026042,118.8,,,,,,,,,,,,,,,,,,,,,,,
89,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.833333,125.4,,,,,,,,,,,,,,,,,,,,,,,
90,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.869792,120.6,,,,,,,,,,,,,,,,,,,,,,,
91,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.760417,113.4,,,,,,,,,,,,,,,,,,,,,,,
92,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.796875,99,,,,,,,,,,,,,,,,,,,,,,,
93,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.770833,107.4,,,,,,,,,,,,,,,,,,,,,,,
94,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.833333,96.6,,,,,,,,,,,,,,,,,,,,,,,
95,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.786458,109.2,,,,,,,,,,,,,,,,,,,,,,,
96,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.854167,109.2,,,,,,,,,,,,,,,,,,,,,,,
97,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.84375,136.2,,,,,,,,,,,,,,,,,,,,,,,
98,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.796875,115.8,,,,,,,,,,,,,,,,,,,,,,,
99,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.848958,118.2,,,,,,,,,,,,,,,,,,,,,,,
100,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.755208,94.2,,,,,,,,,,,,,,,,,,,,,,,
101,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.947917,84,,,,,,,,,,,,,,,,,,,,,,,
102,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",0.859375,96,,,,,,,,,,,,,,,,,,,,,,,
103,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.130208,56.8,,,,,,,,,,,,,,,,,,,,,,,
104,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.734375,100,,,,,,,,,,,,,,,,,,,,,,,
105,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.9375,87.2,,,,,,,,,,,,,,,,,,,,,,,
106,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.885417,116,,,,,,,,,,,,,,,,,,,,,,,
107,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.140625,142.4,,,,,,,,,,,,,,,,,,,,,,,
108,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.119792,136.8,,,,,,,,,,,,,,,,,,,,,,,
109,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.171875,224,,,,,,,,,,,,,,,,,,,,,,,
110,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.588542,225.6,,,,,,,,,,,,,,,,,,,,,,,
111,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.109375,311.2,,,,,,,,,,,,,,,,,,,,,,,
112,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.0625,318.4,,,,,,,,,,,,,,,,,,,,,,,
113,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.104167,312.8,,,,,,,,,,,,,,,,,,,,,,,
114,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.921875,312.8,,,,,,,,,,,,,,,,,,,,,,,
115,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.130208,274.8,,,,,,,,,,,,,,,,,,,,,,,
116,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.947917,289.2,,,,,,,,,,,,,,,,,,,,,,,
117,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.21875,297.6,,,,,,,,,,,,,,,,,,,,,,,
118,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.708333,326.4,,,,,,,,,,,,,,,,,,,,,,,
119,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",1.744792,298.8,,,,,,,,,,,,,,,,,,,,,,,
120,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",2.119792,324,,,,,,,,,,,,,,,,,,,,,,,
121,No Stimuli,1.989583,289.2,,,,,,,,,,,,,,,,,,,,,,,
122,No Stimuli,1.796875,252,,,,,,,,,,,,,,,,,,,,,,,
123,No Stimuli,1.791667,244,,,,,,,,,,,,,,,,,,,,,,,
124,No Stimuli,1.465625,145.8,,,,,,,,,,,,,,,,,,,,,,,
125,No Stimuli,1.193403,87.6,,,,,,,,,,,,,,,,,,,,,,,
126,No Stimuli,0.994097,67.8,,,,,,,,,,,,,,,,,,,,,,,
127,No Stimuli,0.921181,119.4,,,,,,,,,,,,,,,,,,,,,,,
128,No Stimuli,0.624653,46.8,,,,,,,,,,,,,,,,,,,,,,,
129,No Stimuli,0.4375,46.2,,,,,,,,,,,,,,,,,,,,,,,
130,No Stimuli,0.444792,62.4,,,,,,,,,,,,,,,,,,,,,,,
131,No Stimuli,0.286806,61.2,,,,,,,,,,,,,,,,,,,,,,,
132,No Stimuli,0.245486,35.4,,,,,,,,,,,,,,,,,,,,,,,
133,No Stimuli,0.221181,39,,,,,,,,,,,,,,,,,,,,,,,
134,No Stimuli,0.167708,38.4,,,,,,,,,,,,,,,,,,,,,,,
135,No Stimuli,0.162847,22.2,,,,,,,,,,,,,,,,,,,,,,,
136,No Stimuli,0.126389,43.8,,,,,,,,,,,,,,,,,,,,,,,
137,No Stimuli,0.145833,27,,,,,,,,,,,,,,,,,,,,,,,
138,No Stimuli,0.138542,28.2,,,,,,,,,,,,,,,,,,,,,,,
139,No Stimuli,0.145833,33,,,,,,,,,,,,,,,,,,,,,,,
140,No Stimuli,0.170139,29.4,,,,,,,,,,,,,,,,,,,,,,,
141,"KCl, 30 mM",0.267361,127.8,,,,,,,,,,,,,,,,,,,,,,,
142,"KCl, 30 mM",1.359375,468,,,,,,,,,,,,,,,,,,,,,,,
143,"KCl, 30 mM",1.791667,480,,,,,,,,,,,,,,,,,,,,,,,
144,"KCl, 30 mM",1.307292,406.8,,,,,,,,,,,,,,,,,,,,,,,
145,"KCl, 30 mM",0.96875,297,,,,,,,,,,,,,,,,,,,,,,,
146,"KCl, 30 mM",0.765625,236.7,,,,,,,,,,,,,,,,,,,,,,,
147,"KCl, 30 mM",0.713542,210.6,,,,,,,,,,,,,,,,,,,,,,,
148,"KCl, 30 mM",0.651042,132,,,,,,,,,,,,,,,,,,,,,,,
149,"KCl, 30 mM",0.65625,192.6,,,,,,,,,,,,,,,,,,,,,,,
150,"KCl, 30 mM",0.682292,190.8,,,,,,,,,,,,,,,,,,,,,,,
151,"KCl, 30 mM",0.796875,178.8,,,,,,,,,,,,,,,,,,,,,,,
152,"KCl, 30 mM",0.734375,217.2,,,,,,,,,,,,,,,,,,,,,,,
153,"KCl, 30 mM",0.71875,178.2,,,,,,,,,,,,,,,,,,,,,,,
154,"KCl, 30 mM",0.572917,222.6,,,,,,,,,,,,,,,,,,,,,,,
155,"KCl, 30 mM",0.546875,162.6,,,,,,,,,,,,,,,,,,,,,,,
156,"KCl, 30 mM",0.588542,223.2,,,,,,,,,,,,,,,,,,,,,,,
157,"KCl, 30 mM",0.635417,192.6,,,,,,,,,,,,,,,,,,,,,,,
158,"KCl, 30 mM",0.604167,235.8,,,,,,,,,,,,,,,,,,,,,,,
159,"KCl, 30 mM",0.552083,203.4,,,,,,,,,,,,,,,,,,,,,,,
