TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
20,No stimuli,1.818056,120.4,1000,3.87,17.9,9780,-24.4742338,1.131019159,576.46,1.511715797,1.514231,1.699587149,-251.5,0.196602274,42.6625,8.272939178,671.2,0.795240339,48.916667,2.394707355,4998.7,3.13014827,20.8486126,7.888540824,2214,4.62962963
21,No stimuli,1.694097,97.6,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,1.822917,112.4,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,1.854514,124.4,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,1.842361,99.2,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,1.742708,117.2,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,1.830208,105.6,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,1.784028,95.2,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,1.686806,96.8,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,1.638194,114.4,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),1.684375,89.6,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),1.594444,96,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),1.963889,160,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),1.944444,147.2,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),1.380556,144.4,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),1.091319,160,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),1.120486,150.8,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),1.013542,147.2,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),1.057292,130,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.986806,123.2,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),1.015972,137.6,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.943056,82.8,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.972222,97.2,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.896875,95.6,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.930903,124.8,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.806944,134.4,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.648958,136,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.758333,107.2,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.823958,121.6,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.719444,89.6,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.729167,123.2,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.661111,137.6,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.707292,94,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.661111,81.2,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.675694,100.8,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.6125,115.6,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.624653,158,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.641667,125.3,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.561458,156.1,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.527431,140,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.597917,150.5,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.561458,156.1,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.544444,45.5,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.731597,28.7,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),1.003819,59.5,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.887153,104.3,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.775347,127.4,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.704861,135.1,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.695139,135.8,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.663542,119,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.661111,163.8,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.636806,143.5,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.704861,168.7,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.622222,156.1,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.668403,151.2,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.639236,124.6,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.551736,161.7,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.554167,140.7,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.6125,175.7,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.544444,184.1,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.563889,186.6,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.573611,175.8,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.609375,156,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.885417,135,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.677083,166.8,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),4.515625,216.6,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.598958,229.8,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.041667,192.6,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.40625,183.6,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.338542,198,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.510417,215.1,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.53125,220.5,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.880208,230.4,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.979167,200,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.692708,219.6,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.755208,234,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.473958,217.2,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.927083,210.6,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.859375,220.2,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),3.026042,226.2,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.6875,218.4,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.161458,236,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.265625,233,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.75,196,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.473958,167,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.848958,270,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.828125,201.3,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.166667,353.1,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.671875,375,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.734375,495,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.447917,526.5,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.734375,642.6,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.708333,585,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.59375,608.4,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),4.296875,570.6,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.0625,639,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.0625,666,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.442708,673.2,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.166667,684,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),6.692708,637.2,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),5.703125,610.2,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,5.713542,653.4,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,5.838542,570,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,5.302083,247.5,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,3.988542,272,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,3.577778,192.8,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,2.748958,152.8,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,2.532639,129.6,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,2.068403,136.2,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,1.852083,139.2,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,1.429167,136.2,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,1.434028,144.6,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,1.161806,93.6,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,1.003819,90.6,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.928472,68.4,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.768056,71.4,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.719444,78.6,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.646528,80.4,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.678125,90.6,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.634375,94.8,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.639236,87.6,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.617361,69,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),5.234375,273.6,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),4.989583,400,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),2.619792,216.8,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),1.947917,192,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),1.640625,174,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),1.625,147.6,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),1.505208,184.2,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),1.421875,190.8,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),1.395833,195,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),1.276042,211.2,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),1.338542,190.2,,,,,,,,,,,,,,,,,,,,,,,,
