TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.145833,58.8,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.155556,62.4,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.16,59.6,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.161458,63.2,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.155903,44.4,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.164931,58.4,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.133681,75.6,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.14,82.8,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.138194,69.6,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.134722,84,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.14,74,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.147569,67.2,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.215972,71.6,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.2,68,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.246528,76,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.127778,64.8,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.176736,49.6,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.401389,58.4,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.471875,54.4,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.433333,41.6,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.3375,56,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.278819,52.8,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.255556,51,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.284375,63.2,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.350347,43.2,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.279861,44,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.297222,52.8,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.283681,47.2,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.293403,64,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.325694,66.4,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.291319,44.8,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.306597,47.2,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.303125,42.4,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.333333,56,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.303472,60.8,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.348264,38.4,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.325347,56,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.426389,70.4,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.561458,76.8,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.6875,122.4,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.694444,140,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.54375,170.4,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.514236,143.2,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.664583,147.2,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.568056,152,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.553472,161.6,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.558681,180.8,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.587153,191.2,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.586111,176.8,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.532639,168,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.607292,191.2,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.557986,155.2,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.694444,152.8,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.592708,162.4,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,0.672569,212,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,0.481944,176.8,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,0.560069,75.2,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,0.53125,45.6,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,0.3375,32.8,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.341667,28.6,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.213889,24.3,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.151042,25.5,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.118403,23.2,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.118403,25.2,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.107986,24.1,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.105556,23.7,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.099306,23.7,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.08,26,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.079861,23.9,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.085417,17.5,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.071528,14.6,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.08,16.1,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.066667,20.8,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.079861,24.8,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.177083,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.2,192,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.565972,131.2,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.452083,83.2,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.35625,64.8,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.306597,55.2,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.351389,64.8,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.296528,50.4,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.288542,58.8,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.267014,52.2,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.269097,50.4,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.256944,52.2,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.248264,56.4,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.242014,46.2,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.227431,69.6,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.217361,65,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.234375,61.8,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.210069,55.8,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.220139,61.2,,,,,,,,,,,,,,,,,,,,,,,,,
