TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_SI(aam),G_AUC(aam),G_SI(aam),I_AUC(Glu3),I_SI(Glu3),G_AUC(Glu3),G_SI(Glu3),I_AUC(G16.7),I_SI(G16.7),G_AUC(G16.7),G_SI(G16.7),I_AUC(ibmx),I_SI(ibmx),G_AUC(ibmx),G_SI(ibmx),I_AUC(kcl),I_SI(kcl),G_AUC(kcl),G_SI(kcl)
79,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.194444,61.2,,,,,,,,,,,,,,,,,,,,,,,
80,"Amino acid Mixure, 4 mM + Glucose, 3 mM",0.177431,81,,,,,,,,,,,,,,,,,,,,,,,
81,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.148264,82.8,,,,,,,,,,,,,,,,,,,,,,,
82,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.145833,61.8,,,,,,,,,,,,,,,,,,,,,,,
83,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",0.34375,42.6,,,,,,,,,,,,,,,,,,,,,,,
84,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.005208,43.8,,,,,,,,,,,,,,,,,,,,,,,
85,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",3.416667,33.6,,,,,,,,,,,,,,,,,,,,,,,
86,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.942708,35.4,,,,,,,,,,,,,,,,,,,,,,,
87,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.447917,33.6,,,,,,,,,,,,,,,,,,,,,,,
88,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.828125,37.2,,,,,,,,,,,,,,,,,,,,,,,
89,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",1.755208,42,,,,,,,,,,,,,,,,,,,,,,,
90,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.052083,40.2,,,,,,,,,,,,,,,,,,,,,,,
91,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.088542,39.6,,,,,,,,,,,,,,,,,,,,,,,
92,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.286458,40.2,,,,,,,,,,,,,,,,,,,,,,,
93,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.604167,46.8,,,,,,,,,,,,,,,,,,,,,,,
94,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.390625,39.6,,,,,,,,,,,,,,,,,,,,,,,
95,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.666667,39.6,,,,,,,,,,,,,,,,,,,,,,,
96,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.807292,49.2,,,,,,,,,,,,,,,,,,,,,,,
97,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.916667,30.6,,,,,,,,,,,,,,,,,,,,,,,
98,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.864583,31.2,,,,,,,,,,,,,,,,,,,,,,,
99,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.520833,28.8,,,,,,,,,,,,,,,,,,,,,,,
100,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM",2.59375,31.2,,,,,,,,,,,,,,,,,,,,,,,
101,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.182292,16,,,,,,,,,,,,,,,,,,,,,,,
102,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.145833,33.6,,,,,,,,,,,,,,,,,,,,,,,
103,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.8125,32,,,,,,,,,,,,,,,,,,,,,,,
104,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.052083,40,,,,,,,,,,,,,,,,,,,,,,,
105,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.546875,58.4,,,,,,,,,,,,,,,,,,,,,,,
106,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.932292,69.6,,,,,,,,,,,,,,,,,,,,,,,
107,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.177083,88.8,,,,,,,,,,,,,,,,,,,,,,,
108,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.682292,115.2,,,,,,,,,,,,,,,,,,,,,,,
109,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.145833,120.8,,,,,,,,,,,,,,,,,,,,,,,
110,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.333333,139.2,,,,,,,,,,,,,,,,,,,,,,,
111,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.197917,156.8,,,,,,,,,,,,,,,,,,,,,,,
112,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.1875,178.4,,,,,,,,,,,,,,,,,,,,,,,
113,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.015625,149.6,,,,,,,,,,,,,,,,,,,,,,,
114,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.911458,144.8,,,,,,,,,,,,,,,,,,,,,,,
115,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.1875,160.8,,,,,,,,,,,,,,,,,,,,,,,
116,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.036458,127.2,,,,,,,,,,,,,,,,,,,,,,,
117,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.458333,182.4,,,,,,,,,,,,,,,,,,,,,,,
118,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.052083,185.6,,,,,,,,,,,,,,,,,,,,,,,
119,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",3.911458,119.2,,,,,,,,,,,,,,,,,,,,,,,
120,"Amino acid Mixure, 4 mM + Glucose, 16.7 mM + IBMX, 0.1 mM",4.302083,140.8,,,,,,,,,,,,,,,,,,,,,,,
121,No Stimuli,3.755208,150.4,,,,,,,,,,,,,,,,,,,,,,,
122,No Stimuli,4.541667,128,,,,,,,,,,,,,,,,,,,,,,,
123,No Stimuli,4.359375,90.4,,,,,,,,,,,,,,,,,,,,,,,
124,No Stimuli,2.960417,49.2,,,,,,,,,,,,,,,,,,,,,,,
125,No Stimuli,2.566667,21.6,,,,,,,,,,,,,,,,,,,,,,,
126,No Stimuli,2.223958,27,,,,,,,,,,,,,,,,,,,,,,,
127,No Stimuli,1.905556,28.8,,,,,,,,,,,,,,,,,,,,,,,
128,No Stimuli,0.998958,28.2,,,,,,,,,,,,,,,,,,,,,,,
129,No Stimuli,0.809375,12,,,,,,,,,,,,,,,,,,,,,,,
130,No Stimuli,0.678125,12,,,,,,,,,,,,,,,,,,,,,,,
131,No Stimuli,0.367014,27.6,,,,,,,,,,,,,,,,,,,,,,,
132,No Stimuli,0.274653,12,,,,,,,,,,,,,,,,,,,,,,,
133,No Stimuli,0.260069,19.2,,,,,,,,,,,,,,,,,,,,,,,
134,No Stimuli,0.206597,12,,,,,,,,,,,,,,,,,,,,,,,
135,No Stimuli,0.167708,12,,,,,,,,,,,,,,,,,,,,,,,
136,No Stimuli,0.157986,12,,,,,,,,,,,,,,,,,,,,,,,
137,No Stimuli,0.111806,12,,,,,,,,,,,,,,,,,,,,,,,
138,No Stimuli,0.143403,12,,,,,,,,,,,,,,,,,,,,,,,
139,No Stimuli,0.123958,12,,,,,,,,,,,,,,,,,,,,,,,
140,No Stimuli,0.284375,12,,,,,,,,,,,,,,,,,,,,,,,
141,"KCl, 30 mM",0.143403,12,,,,,,,,,,,,,,,,,,,,,,,
142,"KCl, 30 mM",1.34375,160,,,,,,,,,,,,,,,,,,,,,,,
143,"KCl, 30 mM",2.552083,172.8,,,,,,,,,,,,,,,,,,,,,,,
144,"KCl, 30 mM",1.807292,106.4,,,,,,,,,,,,,,,,,,,,,,,
145,"KCl, 30 mM",1.229167,84.6,,,,,,,,,,,,,,,,,,,,,,,
146,"KCl, 30 mM",1.020833,63.6,,,,,,,,,,,,,,,,,,,,,,,
147,"KCl, 30 mM",0.942708,39.6,,,,,,,,,,,,,,,,,,,,,,,
148,"KCl, 30 mM",0.921875,52.8,,,,,,,,,,,,,,,,,,,,,,,
149,"KCl, 30 mM",1.104167,48.6,,,,,,,,,,,,,,,,,,,,,,,
150,"KCl, 30 mM",1.260417,50.4,,,,,,,,,,,,,,,,,,,,,,,
151,"KCl, 30 mM",1.25,48,,,,,,,,,,,,,,,,,,,,,,,
152,"KCl, 30 mM",1.291667,43.8,,,,,,,,,,,,,,,,,,,,,,,
153,"KCl, 30 mM",1.208333,60,,,,,,,,,,,,,,,,,,,,,,,
154,"KCl, 30 mM",1.145833,57,,,,,,,,,,,,,,,,,,,,,,,
155,"KCl, 30 mM",1.125,53.4,,,,,,,,,,,,,,,,,,,,,,,
156,"KCl, 30 mM",1.005208,45.6,,,,,,,,,,,,,,,,,,,,,,,
157,"KCl, 30 mM",0.963542,54.6,,,,,,,,,,,,,,,,,,,,,,,
158,"KCl, 30 mM",0.739583,52.2,,,,,,,,,,,,,,,,,,,,,,,
159,"KCl, 30 mM",0.765625,44.4,,,,,,,,,,,,,,,,,,,,,,,
