TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
42,Amino acid mixture (4 mM),0.182292,68.4,,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.221181,66,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.226042,58,,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.213889,57.6,,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.243056,62,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.187153,76.4,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.196875,79.2,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.182292,85.2,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.260069,77.2,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.260069,72.8,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.233333,77.2,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.211458,90.8,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.226042,110.8,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.187153,72,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.196875,79.2,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.260069,74,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.216319,91.2,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.201736,108.8,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.175,84.4,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.150694,102.8,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.187153,63.6,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.226042,52.8,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.216319,72.6,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.240625,61.2,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.245486,72,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.223611,82.8,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.267361,67.2,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.235764,68.4,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.226042,79.6,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.221181,69.2,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.201736,91.6,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.250347,90.4,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.226042,88.4,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.223611,86.4,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.2625,86.8,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.311111,82,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.281944,98.8,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.223611,79.2,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.216319,84.8,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.289236,100.8,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.447917,112.4,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.411458,39.6,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.671875,33.2,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.640625,64.8,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),2.015625,53.4,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.729167,79.8,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.588542,66.8,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.463542,61.6,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.348958,66.8,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.3125,82.8,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.53125,78.8,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.53125,73.2,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.921875,44.4,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.598958,60.4,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.651042,83.6,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.677083,75.2,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.671875,68.4,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.515625,65.6,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.6875,66.4,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.645833,64.8,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.619792,100,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.994792,94.5,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.677083,91,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.864583,111,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.942708,137.5,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.453125,181,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.088542,120.8,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),2.947917,153.6,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.25,159.2,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3,165.6,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.229167,180,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.09375,151.2,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.005208,145.6,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.166667,144,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.427083,133.6,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.161458,166.4,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.65625,176,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.25,174.4,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),3.979167,159.2,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,3.296875,182.4,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,3.770833,150.4,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,4.036458,104.8,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,3.89375,59.2,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,2.646875,25.6,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,2.087847,16,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,1.732986,34.2,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,1.266319,28.1,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.721875,27.7,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.639236,33.4,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.442361,35.1,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.374306,30.8,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.238194,22.8,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.194444,33.1,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.157986,18.9,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.128819,23.6,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.133681,12,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.080208,8,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.063194,14,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.092361,31.6,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.123958,8.9,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.677083,32.4,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),2.994792,160,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),1.692708,159.8,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.958333,159.6,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.864583,121.6,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.682292,102,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.536458,100.4,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.583333,126.4,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.473958,126.4,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.40625,110.4,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.4375,95.2,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.442708,116,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.416667,130.8,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.390625,128.4,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.307292,133.2,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.322917,112,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.307292,117.6,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.328125,102.8,,,,,,,,,,,,,,,,,,,,,,,,,
