TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl)
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.080208,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.140972,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.0875,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.058333,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.106944,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.075347,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.128819,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.060764,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.058333,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.080208,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.082639,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.065625,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.099653,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.092361,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.070486,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.102083,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.0875,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.136111,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.111806,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.13125,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.184722,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.204167,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.267361,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.221181,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.269792,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.211458,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.196875,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.213889,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.264931,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.209028,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.284375,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.281944,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.223611,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.196875,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.201736,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.226042,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.284375,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,0.243056,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,0.247917,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,0.230903,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,0.115625,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,0.072917,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.048958,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.022917,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.023958,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.027083,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.059375,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.034375,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.020833,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),0.072917,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.170139,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.072917,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.099653,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
149,KCl (30 mM),0.077778,,,,,,,,,,,,,,,,,,,,,,,,,
150,KCl (30 mM),0.082639,,,,,,,,,,,,,,,,,,,,,,,,,
151,KCl (30 mM),0.070486,,,,,,,,,,,,,,,,,,,,,,,,,
152,KCl (30 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
153,KCl (30 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
154,KCl (30 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
155,KCl (30 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
156,KCl (30 mM),0.065625,,,,,,,,,,,,,,,,,,,,,,,,,
157,KCl (30 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
158,KCl (30 mM),0.048611,,,,,,,,,,,,,,,,,,,,,,,,,
159,KCl (30 mM),0.106944,,,,,,,,,,,,,,,,,,,,,,,,,
