TIME,STIMULUS,INSULIN_PER_100_ISLETS,GLUCAGON_PER_100_ISLETS,ISLET_NUMBER,DNA_CONTENT,INSULIN_CONTENT,GLUCAGON_CONTENT,I_AUC(aam),I_AUC(Glu3),I_AUC(G16.7),I_AUC(ibmx),I_AUC(kcl),I_SI(aam),I_SI(Glu3),I_SI(G16.7),I_SI(ibmx),I_SI(kcl),G_AUC(aam),G_AUC(Glu3),G_AUC(G16.7),G_AUC(ibmx),G_AUC(kcl),G_SI(aam),G_SI(Glu3),G_SI(G16.7),G_SI(ibmx),G_SI(kcl),
20,No stimuli,0.109565,2.5,800,1.61,10.94,69,0.6135654,0.791303,9.632605,15.580436,8.0435678,2.031246791,1.559403887,6.105989535,2.462437806,11.86541864,84.97461929,-30,-57.5,471.125,387.3,5.126903553,0.545454545,0.377358491,5.422374429,12.42990654,
21,No stimuli,0.121739,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
22,No stimuli,0.146087,4.375,,,,,,,,,,,,,,,,,,,,,,,,,
23,No stimuli,0.13087,4.875,,,,,,,,,,,,,,,,,,,,,,,,,
24,No stimuli,0.164348,3.25,,,,,,,,,,,,,,,,,,,,,,,,,
25,No stimuli,0.143043,3.25,,,,,,,,,,,,,,,,,,,,,,,,,
26,No stimuli,0.106522,4.125,,,,,,,,,,,,,,,,,,,,,,,,,
27,No stimuli,0.103478,5.125,,,,,,,,,,,,,,,,,,,,,,,,,
28,No stimuli,0.118696,6.625,,,,,,,,,,,,,,,,,,,,,,,,,
29,No stimuli,0.112609,5.5,,,,,,,,,,,,,,,,,,,,,,,,,
30,Amino acid mixture (4 mM),0.146087,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
31,Amino acid mixture (4 mM),0.127826,5,,,,,,,,,,,,,,,,,,,,,,,,,
32,Amino acid mixture (4 mM),0.136957,12,,,,,,,,,,,,,,,,,,,,,,,,,
33,Amino acid mixture (4 mM),0.194783,25.25,,,,,,,,,,,,,,,,,,,,,,,,,
34,Amino acid mixture (4 mM),0.185652,20.75,,,,,,,,,,,,,,,,,,,,,,,,,
35,Amino acid mixture (4 mM),0.155217,14,,,,,,,,,,,,,,,,,,,,,,,,,
36,Amino acid mixture (4 mM),0.143043,11,,,,,,,,,,,,,,,,,,,,,,,,,
37,Amino acid mixture (4 mM),0.133913,10,,,,,,,,,,,,,,,,,,,,,,,,,
38,Amino acid mixture (4 mM),0.097391,9.25,,,,,,,,,,,,,,,,,,,,,,,,,
39,Amino acid mixture (4 mM),0.112609,8.75,,,,,,,,,,,,,,,,,,,,,,,,,
40,Amino acid mixture (4 mM),0.14,14.25,,,,,,,,,,,,,,,,,,,,,,,,,
41,Amino acid mixture (4 mM),0.152174,7.25,,,,,,,,,,,,,,,,,,,,,,,,,
42,Amino acid mixture (4 mM),0.13087,9.75,,,,,,,,,,,,,,,,,,,,,,,,,
43,Amino acid mixture (4 mM),0.121739,11.25,,,,,,,,,,,,,,,,,,,,,,,,,
44,Amino acid mixture (4 mM),0.103478,12.5,,,,,,,,,,,,,,,,,,,,,,,,,
45,Amino acid mixture (4 mM),0.13087,14.75,,,,,,,,,,,,,,,,,,,,,,,,,
46,Amino acid mixture (4 mM),0.164348,21.25,,,,,,,,,,,,,,,,,,,,,,,,,
47,Amino acid mixture (4 mM),0.124783,21.75,,,,,,,,,,,,,,,,,,,,,,,,,
48,Amino acid mixture (4 mM),0.237391,13.25,,,,,,,,,,,,,,,,,,,,,,,,,
49,Amino acid mixture (4 mM),0.164348,14.5,,,,,,,,,,,,,,,,,,,,,,,,,
50,Amino acid mixture (4 mM),0.07913,14,,,,,,,,,,,,,,,,,,,,,,,,,
51,Amino acid mixture (4 mM),0.124783,13,,,,,,,,,,,,,,,,,,,,,,,,,
52,Amino acid mixture (4 mM),0.124783,9.75,,,,,,,,,,,,,,,,,,,,,,,,,
53,Amino acid mixture (4 mM),0.115652,12.75,,,,,,,,,,,,,,,,,,,,,,,,,
54,Amino acid mixture (4 mM),0.13087,14.5,,,,,,,,,,,,,,,,,,,,,,,,,
55,Amino acid mixture (4 mM),0.143043,13,,,,,,,,,,,,,,,,,,,,,,,,,
56,Amino acid mixture (4 mM),0.118696,17.25,,,,,,,,,,,,,,,,,,,,,,,,,
57,Amino acid mixture (4 mM),0.121739,13.75,,,,,,,,,,,,,,,,,,,,,,,,,
58,Amino acid mixture (4 mM),0.097391,16.75,,,,,,,,,,,,,,,,,,,,,,,,,
59,Amino acid mixture (4 mM),0.13087,16.25,,,,,,,,,,,,,,,,,,,,,,,,,
60,Amino acid mixture (4 mM),0.146087,18.5,,,,,,,,,,,,,,,,,,,,,,,,,
61,Amino acid mixture (4 mM) + Glucose (3 mM),0.127826,16,,,,,,,,,,,,,,,,,,,,,,,,,
62,Amino acid mixture (4 mM) + Glucose (3 mM),0.14,17,,,,,,,,,,,,,,,,,,,,,,,,,
63,Amino acid mixture (4 mM) + Glucose (3 mM),0.13087,17,,,,,,,,,,,,,,,,,,,,,,,,,
64,Amino acid mixture (4 mM) + Glucose (3 mM),0.173478,15.5,,,,,,,,,,,,,,,,,,,,,,,,,
65,Amino acid mixture (4 mM) + Glucose (3 mM),0.161304,18.25,,,,,,,,,,,,,,,,,,,,,,,,,
66,Amino acid mixture (4 mM) + Glucose (3 mM),0.158261,14,,,,,,,,,,,,,,,,,,,,,,,,,
67,Amino acid mixture (4 mM) + Glucose (3 mM),0.161304,9,,,,,,,,,,,,,,,,,,,,,,,,,
68,Amino acid mixture (4 mM) + Glucose (3 mM),0.14,14.25,,,,,,,,,,,,,,,,,,,,,,,,,
69,Amino acid mixture (4 mM) + Glucose (3 mM),0.170435,13,,,,,,,,,,,,,,,,,,,,,,,,,
70,Amino acid mixture (4 mM) + Glucose (3 mM),0.188696,17.25,,,,,,,,,,,,,,,,,,,,,,,,,
71,Amino acid mixture (4 mM) + Glucose (3 mM),0.161304,13.5,,,,,,,,,,,,,,,,,,,,,,,,,
72,Amino acid mixture (4 mM) + Glucose (3 mM),0.191739,11.75,,,,,,,,,,,,,,,,,,,,,,,,,
73,Amino acid mixture (4 mM) + Glucose (3 mM),0.164348,12,,,,,,,,,,,,,,,,,,,,,,,,,
74,Amino acid mixture (4 mM) + Glucose (3 mM),0.158261,16,,,,,,,,,,,,,,,,,,,,,,,,,
75,Amino acid mixture (4 mM) + Glucose (3 mM),0.173478,16,,,,,,,,,,,,,,,,,,,,,,,,,
76,Amino acid mixture (4 mM) + Glucose (3 mM),0.170435,14.75,,,,,,,,,,,,,,,,,,,,,,,,,
77,Amino acid mixture (4 mM) + Glucose (3 mM),0.173478,16,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amino acid mixture (4 mM) + Glucose (3 mM),0.170435,14.25,,,,,,,,,,,,,,,,,,,,,,,,,
79,Amino acid mixture (4 mM) + Glucose (3 mM),0.170435,14.75,,,,,,,,,,,,,,,,,,,,,,,,,
80,Amino acid mixture (4 mM) + Glucose (3 mM),0.164348,19.75,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.155217,16.25,,,,,,,,,,,,,,,,,,,,,,,,,
82,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.273913,17.75,,,,,,,,,,,,,,,,,,,,,,,,,
83,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.293478,15,,,,,,,,,,,,,,,,,,,,,,,,,
84,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.795652,13,,,,,,,,,,,,,,,,,,,,,,,,,
85,Amino acid mixture (4 mM) + Glucose (16.7 mM),1.036957,11.5,,,,,,,,,,,,,,,,,,,,,,,,,
86,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.873913,17.75,,,,,,,,,,,,,,,,,,,,,,,,,
87,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.678261,11.5,,,,,,,,,,,,,,,,,,,,,,,,,
88,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.554348,18.5,,,,,,,,,,,,,,,,,,,,,,,,,
89,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.580435,12,,,,,,,,,,,,,,,,,,,,,,,,,
90,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.626087,10.75,,,,,,,,,,,,,,,,,,,,,,,,,
91,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.63913,11,,,,,,,,,,,,,,,,,,,,,,,,,
92,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.554348,14,,,,,,,,,,,,,,,,,,,,,,,,,
93,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.63913,12.75,,,,,,,,,,,,,,,,,,,,,,,,,
94,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.743478,13.25,,,,,,,,,,,,,,,,,,,,,,,,,
95,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.678261,10.75,,,,,,,,,,,,,,,,,,,,,,,,,
96,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.821739,9.75,,,,,,,,,,,,,,,,,,,,,,,,,
97,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.697826,6,,,,,,,,,,,,,,,,,,,,,,,,,
98,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.769565,14.5,,,,,,,,,,,,,,,,,,,,,,,,,
99,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.763043,13,,,,,,,,,,,,,,,,,,,,,,,,,
100,Amino acid mixture (4 mM) + Glucose (16.7 mM),0.854348,11.5,,,,,,,,,,,,,,,,,,,,,,,,,
101,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.821739,9.5,,,,,,,,,,,,,,,,,,,,,,,,,
102,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),0.854348,12.5,,,,,,,,,,,,,,,,,,,,,,,,,
103,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.173913,12.5,,,,,,,,,,,,,,,,,,,,,,,,,
104,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.53913,20.625,,,,,,,,,,,,,,,,,,,,,,,,,
105,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.663043,38.75,,,,,,,,,,,,,,,,,,,,,,,,,
106,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.623913,32.5,,,,,,,,,,,,,,,,,,,,,,,,,
107,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.643478,33.125,,,,,,,,,,,,,,,,,,,,,,,,,
108,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.676087,30.625,,,,,,,,,,,,,,,,,,,,,,,,,
109,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.493478,36.875,,,,,,,,,,,,,,,,,,,,,,,,,
110,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.61087,47.5,,,,,,,,,,,,,,,,,,,,,,,,,
111,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.545652,59.375,,,,,,,,,,,,,,,,,,,,,,,,,
112,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.767391,39.375,,,,,,,,,,,,,,,,,,,,,,,,,
113,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.656522,56.875,,,,,,,,,,,,,,,,,,,,,,,,,
114,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.793478,36.875,,,,,,,,,,,,,,,,,,,,,,,,,
115,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.747826,34.375,,,,,,,,,,,,,,,,,,,,,,,,,
116,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.53913,25,,,,,,,,,,,,,,,,,,,,,,,,,
117,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.604348,36.875,,,,,,,,,,,,,,,,,,,,,,,,,
118,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.8,45,,,,,,,,,,,,,,,,,,,,,,,,,
119,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.728261,44.375,,,,,,,,,,,,,,,,,,,,,,,,,
120,Amino acid mixture (4 mM) + Glucose (16.7 mM) + IBMX (0.1 mM),1.923913,37.5,,,,,,,,,,,,,,,,,,,,,,,,,
121,No stimuli,1.806522,35,,,,,,,,,,,,,,,,,,,,,,,,,
122,No stimuli,1.480435,21.25,,,,,,,,,,,,,,,,,,,,,,,,,
123,No stimuli,1.526087,14.5,,,,,,,,,,,,,,,,,,,,,,,,,
124,No stimuli,1.016522,12.25,,,,,,,,,,,,,,,,,,,,,,,,,
125,No stimuli,0.724348,7.875,,,,,,,,,,,,,,,,,,,,,,,,,
126,No stimuli,0.566087,3.625,,,,,,,,,,,,,,,,,,,,,,,,,
127,No stimuli,0.435217,4.125,,,,,,,,,,,,,,,,,,,,,,,,,
128,No stimuli,0.295217,7.25,,,,,,,,,,,,,,,,,,,,,,,,,
129,No stimuli,0.276957,4.25,,,,,,,,,,,,,,,,,,,,,,,,,
130,No stimuli,0.27087,4.125,,,,,,,,,,,,,,,,,,,,,,,,,
131,No stimuli,0.243478,6.75,,,,,,,,,,,,,,,,,,,,,,,,,
132,No stimuli,0.228261,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
133,No stimuli,0.191739,3.25,,,,,,,,,,,,,,,,,,,,,,,,,
134,No stimuli,0.161304,5.75,,,,,,,,,,,,,,,,,,,,,,,,,
135,No stimuli,0.155217,4.25,,,,,,,,,,,,,,,,,,,,,,,,,
136,No stimuli,0.14913,5,,,,,,,,,,,,,,,,,,,,,,,,,
137,No stimuli,0.155217,4.625,,,,,,,,,,,,,,,,,,,,,,,,,
138,No stimuli,0.14,5,,,,,,,,,,,,,,,,,,,,,,,,,
139,No stimuli,0.164348,5.125,,,,,,,,,,,,,,,,,,,,,,,,,
140,No stimuli,0.127826,7,,,,,,,,,,,,,,,,,,,,,,,,,
141,KCl (30 mM),0.121739,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
142,KCl (30 mM),1.747826,66.5,,,,,,,,,,,,,,,,,,,,,,,,,
143,KCl (30 mM),1.35,41,,,,,,,,,,,,,,,,,,,,,,,,,
144,KCl (30 mM),0.9,31,,,,,,,,,,,,,,,,,,,,,,,,,
145,KCl (30 mM),0.697826,30.5,,,,,,,,,,,,,,,,,,,,,,,,,
146,KCl (30 mM),0.482609,10.5,,,,,,,,,,,,,,,,,,,,,,,,,
147,KCl (30 mM),0.469565,25.5,,,,,,,,,,,,,,,,,,,,,,,,,
148,KCl (30 mM),0.469565,21,,,,,,,,,,,,,,,,,,,,,,,,,
